,Region,County,Municipality,Location,Feature Carried,Feature Crossed,Owner,Year Built or Replaced,Month of inspection,Day of inspection
16413,1,Washington,Kingsbury (Town),AT PATTENS MILLS,PATTENS MILLS RD,HALFWAY BROOK,County,1942,8,1
9960,2,Oneida,Whitestown (Town),.75 MI S OF ORISKANY,CR32 VALLEY ROAD,ORISKANY CREEK,County,1986,8,1
13549,6,Schuyler,Hector (Town),0.2 MI NORTH OF VALOIS,414 414 63031207,BREAKNECK CREEK,NYSDOT,1992,8,1
13963,7,St Lawrence,Stockholm (Town),0.5 MI SE OF WINTHROP,"CR 49, HOPKINTON-",E BR ST REGIS RVR,County,1932,8,1
10462,4,Ontario,Canandaigua (City),.4 MI W JCT US 20 & SH332,WEST AVENUE,SUCKER BROOK,City,2010,8,1
16203,1,Warren,Johnsburg (Town),1 MI.N.SODOM,A.HITCHCOCK ROAD,CHATIEMAC BROOK,Town,1982,8,1
16209,1,Warren,Johnsburg (Town),1MI S OF JOHNSBURG,CR57 JOHNSBURG RD,MILL CREEK,County,1978,8,1
16211,1,Warren,Johnsburg (Town),.5M E WEVERTOWN,DILLON HILL RD,MILL CREEK,County,1889,8,1
695,6,Allegany,Wellsville (Town),1.8 MI E OF WELLSVILLE,COUNTY ROAD 30,TRAPPING BROOK,County,1985,8,1
696,6,Allegany,Wellsville (Town),IN WELLSVILLE,FASSETT LANE,CROWNER BROOK,Town,1970,8,1
13953,7,St Lawrence,Stockholm (Town),5.2 MI E JCT 11B + 56,11B 11B75011257,WEST BR ST REGIS,NYSDOT,1971,8,1
13926,7,St Lawrence,Rensselaer Falls (Village),IN RENSSELAER FALLS,RENSSELAER STREET,OSWEGATCHIE RIVER,County,2012,8,1
16327,1,Washington,Fort Ann (Town),1 MILE NW OF FORT ANN,COUNTY ROAD 16,HALFWAY CREEK,County,2014,8,1
13167,1,Saratoga,South Glens Falls (Village),JCT RT 9 & HUDSON RIVER,9   9 15093168,SRD SCA TISSUE,NYSDOT,2004,8,1
3751,3,Cortland,Homer (Town),5.5 MI N OF MC GRAW,YOUNGS CROSSING,E BR TIOUGHNIOGA,County,1998,8,1
7694,2,Madison,Chittenango (Village),IN CHITTENANGO,RUSSELL STREET,CHITTENANGO CREEK,County,1982,8,1
9408,5,Niagara,Porter (Town),1.9 MI NW OF RANSOMVILLE,BRALEY ROAD,TWELVEMILE CREEK,County,1948,8,1
13770,7,St Lawrence,Fowler (Town),2.0 MI NE OF HAILESBORO,ISLAND BRANCH RD.,IS.BR.OSWEGATCHIE,County,1961,8,1
6063,2,Fulton,Stratford (Town),3.1 MI W JCT RTS 10 & 29A,29A 29A21021063,BURNT VLY STREAM,NYSDOT,1994,8,1
10466,4,Ontario,Canandaigua (Town),2.0 MI NE OF CANANDIAGUA,COUNTY ROAD 4,CANANDAIGUA OUTLE,County,1991,8,1
13745,7,St Lawrence,Edwards (Town),IN SOUTH EDWARDS,COUNTY ROAD 23,OSWEGATCHIE RIVER,County,1998,8,1
7587,4,Livingston,North Dansville (Town),0.5 MI W OF DANSVILLE,436 436 42021189,CANASERAGA CREEK,NYSDOT,1965,8,1
17345,4,Wyoming,Arcade (Town),2 MILES NE OF ARCADE,EAST ARCADE ROAD,CATTARAUGUS CREEK,County,1981,8,1
5224,5,Erie,Hamburg (Town),EXIT 57 OF I90,90IX EXIT 57 RAMP HAMBURG,90IX,NYS Thruway Authority,1955,8,1
231,1,Albany,Colonie (Town),NEW SPARROWBUSH OVER I87,SPARROWBUSH RD,87I 87I11082054,NYSDOT,1984,8,1
16757,8,Westchester,Harrison (Village),1.1 MI W JCT I287 & HRP,684I RAMP TO 287I,WESTCHSTR AV-CR62,NYSDOT,1969,8,1
11368,3,Oswego,Redfield (Town),3.3 MI N OF REDFIELD,HARVESTER MILL RD,N BR SALMON RIVER,County,1986,8,1
5667,1,Essex,Minerva (Town),.5MI E OLMSTEADVILLE,DONNELLY ROAD,MINERVA STREAM,County,1953,8,1
401,6,Allegany,Amity (Town),2.0 MI SE OF BELMONT,INGRAHAM ROAD,PLUM BOTTOM CRK,Town,1980,8,1
14948,10,Suffolk,Southampton (Town),1.8 MI E SH 24 & SH 27,27  27 07051511,NEWTOWN ROAD,NYSDOT,1963,8,1
731,6,Allegany,Willing (Town),2.5 MI NW OF SHONGO,GRAVES ROAD,OREBED CREEK,Town,1990,8,1
999,11,Bronx,New York (City),JCT I87+I95,RAMP FROM WASH BR,95I 95IX1M210031,NYSDOT,1962,8,1
5227,5,Erie,Hamburg (Town),1.5 MI SW EXIT 57 OF I90,CR 122 PLEASANT AVE,90IX,NYS Thruway Authority,2002,8,1
1327,9,Broome,Maine (Town),6.8 MI N JCT SH26 & SH38B,26  26 91011200,TRIB E B NANTICOKE CREEK,NYSDOT,1938,8,1
6221,4,Genesee,Stafford (Town),.9 MI SW JCT SH 33 & I90,33  33 41023015,CSX TRANS/AMTRAK,NYSDOT,1991,8,1
12235,11,Queens,New York (City),IN FLUSHING,PARSONS BLVD,LONG ISLAND RR-PW,City,1913,8,1
348,6,Allegany,Alfred (Town),3.1 MI NE OF ANDOVER,EAST VALLEY ROAD,EAST VALLEY CREEK,Town,1970,8,1
12533,1,Rensselaer,Schodack (Town),1.9MI E INTER.B1 ON 90I,BUNKER HILL ROAD,90IXEB,NYS Thruway Authority,1956,8,1
12188,11,Queens,New York (City),JFK INT AIRPORT,IABVO RAMP,JFK RELIEF,Port Authority of NY and NJ,1989,8,1
9542,2,Oneida,Camden (Town),1 MI NORTH OF CAMDEN,CR68 RIVER ROAD,MAD RIVER,County,1939,8,1
15094,9,Sullivan,Highland (Town),1.5 MI S.E. OF ELDRED,CR 32  PROCTOR RD,TRIB HALFWAY BRK,County,1994,8,1
12284,11,Queens,New York (City),JFK INT AIRPORT,VICTCE OVERPASS,J1CTCE,Port Authority of NY and NJ,1989,8,1
12289,11,Queens,New York (City),JFK INT AIRPORT,VO OVERPASS,JOCTCW,Port Authority of NY and NJ,1989,8,1
12424,1,Rensselaer,Pittstown (Town),0.8MI.W.OF VIL.PITTSTOWN,FACTORY HOLLOW RD,SUNKAUISSIA CRK,Town,1910,8,1
12416,1,Rensselaer,Pittstown (Town),0.5MI N OF PITTSTOWN,COUNTY RD 111,SUNKAUISSIA CK,County,1947,8,1
15353,9,Tioga,Barton (Town),2 MI SE JCT SH 17 & SH 34,17  17 65063025,SHEPARD ROAD,NYSDOT,1973,8,1
15352,9,Tioga,Barton (Town),2 MI SE JCT SH 17 & SH 34,17  17 65063024,SHEPARD ROAD,NYSDOT,1973,8,1
4750,5,Erie,Amherst (Town),1.6 MI WEST OF GETZVILLE,SWEET HOME ROAD,DIVERSION CHANNEL,County,1982,8,1
5,1,Albany,Albany (City),JCT OF US 9W & I787,9W  9W11012008,787I787I11011003,NYSDOT,1966,8,1
8346,4,Monroe,Rochester (City),1 HALF MI S ONTARIO BEACH,LAKE AVENUE,CSX TRANSPRTATION,City,1981,8,1
6110,4,Genesee,Batavia (Town),.8 MI E JCT SH 5 & SH 33,5   5 41033002,CSX TRANS/AMTRAK,NYSDOT,1955,8,1
10022,3,Onondaga,Clay (Town),0.3 MI  NE JCT RTS 481+11,481 481 33011013,MUD CREEK,NYSDOT,1972,8,1
240,1,Albany,Green Island (Village),IN VIL. OF GREEN ISLAND,TROY-GREEN ISLAND,PARKING LT ACCESS,NYSDOT,1982,8,1
5282,5,Erie,Lancaster (Town),3.1 MI E JCT SH 78 & US20,CEMETERY ROAD,ERIE STREET,County,2012,8,1
10170,3,Onondaga,Lafayette (Town),1.5 MI S JCT SH11A & US20,NICHOLS ROAD,ONONDAGA CREEK,County,2006,8,1
16623,8,Westchester,Briarcliff Manor (Village),4.9 MI S JCT RTS TSP &134,987G987G87011060,PLEASANTVILLE ROAD,NYSDOT,1993,8,1
16604,8,Westchester,Bedford (Town),0.1MI E-HARRIS RD & SMRP,987D RAMP TO 117,987D 987D87012234,NYSDOT,1992,8,1
5612,1,Essex,Keene (Town),0.8 MI NE KEENE VALLEY,BEEDE ROAD,PHELPS BROOK,County,2000,8,1
9950,2,Oneida,Westmoreland (Town),2.0 MI NE OF STARKVILLE,STOP SEVEN ROAD,DEANS CREEK,Town,1987,8,1
4827,5,Erie,Buffalo (City),JCT RT 16 & BUFFALO RIVER,16 X,BUFFALO RIVER,City,1998,8,1
12110,11,Queens,New York (City),IN FLUSHING,BOWNE ST,LONG ISLAND RR-PW,City,1913,8,1
9476,5,Niagara,Wilson (Town),2.7 MI W OF EAST WILSON,CHESTNUT ROAD,E B TWELVEMILE CK,County,1947,8,1
9947,2,Oneida,Westmoreland (Town),2.0 MI SE OF WESTMORELAND,SOUTH STREET,BRANCH ORISKANY CREEK,County,1945,8,1
16622,8,Westchester,Briarcliff Manor (Village),4.9 MI S JCT RTS TSP& 134,987G987G87011060,PLEASANTVILLE ROAD,NYSDOT,1993,8,1
17450,4,Wyoming,Sheldon (Town),0.6 MI NW STRYKERSVILLE,FACTORY ROAD,BUFFALO CREEK,County,1963,8,1
8894,10,Nassau,Oyster Bay (Town),.4 MI E JCT SH135 & I495,495I495I03021136,MANETTO HILL ROAD,NYSDOT,1963,8,1
8351,4,Monroe,Rochester (City),JCT S.H.31 & I490,MONROE AVENUE,490I490I43022049,NYSDOT,1959,8,1
13775,7,St Lawrence,Gouverneur (Town),4.3 MI NW JCT RTS 58 + 11,58  58 75011276,OSWEGATCHIE RIVER,NYSDOT,1953,8,1
9240,5,Niagara,Lewiston (Town),.9 MI N JCT SH61 & SH 104,104 104 54012012,EX-N.Y.CENTRAL RR,NYSDOT,1962,8,1
14739,10,Suffolk,Brookhaven (Town),EXIT 56 - S.H.27,STATION ROAD,27  27 07051266,NYSDOT,1959,8,1
15922,8,Ulster,Rochester (Town),1.4 M S OF SAMSONVILLE,PALENTOWN ROAD,METTACAHONTS CREEK,County,2000,8,1
9883,2,Oneida,Verona (Town),2.5 MI SE OF NEW LONDON,CR52 BLACKMAN CORNERS,BRANCH OF STONY CREEK,County,1951,8,1
10946,8,Orange,Wallkill (Town),.8 MI S JCT SH17M & SH302,17M 17M83011018,MNRR PJ Line/NSRR,NYSDOT,1934,8,1
5760,1,Essex,Westport (Town),JCT RTE 9N & BLACK RIVER,9N  9N12031362,BLACK RIVER,NYSDOT,1949,8,1
6447,1,Greene,Windham (Town),RT 23 0.4 MI W OF WINDHAM,23  23 13061123,MAD BROOK,NYSDOT,1938,8,1
10978,8,Orange,Wallkill (Town),3 MILES EAST OF HOWELLS,MAPLES ROAD,MNRR PJ LINE,Railroad,1998,8,1
1132,9,Broome,Chenango (Town),JCT.RTE 12A & CHENANGO R.,12A 12A91011008,CHENANGO RIVER,NYSDOT,1988,8,1
16459,1,Washington,Whitehall (Town),RTE 22 2.0 MI NW WHITEHAL,22  22 18081544,S.BAY LAKE CHAMP.,NYSDOT,1974,8,1
9051,11,New York,New York (City),0.35MI E OF 95I & US 9,AMSTERDAM AVENUE,95IX,Port Authority of NY and NJ,1959,8,1
15191,9,Sullivan,Mamakating (Town),1 MI N OF SUMMITVILLE,TOWN ROAD 70,DEL & HUDSN CANAL,County,2001,8,1
7404,7,Lewis,Lowville (Town),.5 MI W OF LOWVILLE,12  12 74051225,MILL CREEK,NYSDOT,1975,8,1
13305,1,Schenectady,Rotterdam (Town),4.9 MI NW INT 26 ON I90,90I,SANDSEA KILL,NYS Thruway Authority,1955,8,1
12999,8,Rockland,,1.6 MI S Jct B Mtn Circle,9W85011252,DOODLETOWN BROOK,NYSDOT,1929,8,1
15174,9,Sullivan,Mamakating (Town),0.2 MI SE OF WURTSBORO,COUNTY ROAD 171,BASHER KILL,County,2003,8,1
5761,1,Essex,Westport (Town),RT 22 AT WADHAMS,22  22 12091340,BOUQUET RIVER,NYSDOT,2013,8,1
11064,8,Orange,Woodbury (Town),0.6 MI S JCT PIP+RTE6,ANTHONY WAYNE DR,987C987C83021004,Palisades Interstate Park Commission,1953,8,1
2061,3,Cayuga,Genoa (Town),2 MILES SW OF GENOA,CREEK ROAD,LITTLE SALMON CREEK,Town,1989,8,1
3271,7,Clinton,Champlain (Village),0.8 MI N JCT RTS I-87 +11,87I 87I71051365,9   9 71143200,NYSDOT,1960,8,1
3272,7,Clinton,Champlain (Village),0.8 MI N JCT RTS I-87 +11,87I 87I71051365,9   9 71143200,NYSDOT,1960,8,1
6329,1,Greene,Durham (Town),4.3 MI SE JCT RTS 81 & 14,81  81 13021023,TEN MILE CREEK,NYSDOT,1990,8,1
8492,2,Montgomery,Canajoharie (Town),.5 MI NW OF SPROUT BROOK,CR80 CLINTON ROAD,SPROUT BROOK,County,1936,8,1
8455,2,Montgomery,Amsterdam (City),JCT OF SH 30 & SH 67,67  67 25022024,CHUCTANUNDA CREEK,NYSDOT,1969,8,1
2695,5,Chautauqua,Westfield (Town),AT W BORDER OF WESTFIELD,HAWLEY STREET,CHAUTAUQUA CRK,County,1926,8,1
11333,3,Oswego,Oswego (Town),3.5 MI NW OF HANNIBAL,HALL RD,NINEMILE CREEK,County,1947,8,1
37,1,Albany,Albany (City),I787 & BWAY-QUAY ST CONN,787I787I11011021,BWAY-QUAY ST CONN,NYSDOT,1973,8,1
14619,10,Suffolk,Babylon (Town),1.4 MI E JCT SH 27 & SH 1,27  27 07051052,HUBBARDS PATH,NYSDOT,1968,8,1
8445,2,Montgomery,Amsterdam (City),.1MI.NW JCT.RT30&MOHAWK R,5   5 25122020,CHUCTANUNDA CREEK,NYSDOT,1971,8,1
9075,11,New York,New York (City),95I OVER HUDSON RIVER,EAST BUS RAMP,I 95 EASTBOUND UL,Port Authority of NY and NJ,1962,8,1
14015,6,Steuben,Avoca (Town),.3 MILE SE OF WALLACE,390I390I64011055,NEIL CREEK,NYSDOT,1974,8,1
14016,6,Steuben,Avoca (Town),.3 MILE SE OF WALLACE,390I390I64011055,NEIL CREEK,NYSDOT,1974,8,1
10878,8,Orange,Newburgh (Town),.6 MI E JCT I84 & I87,84I 84I83011371,QUASSAIC CREEK,NYSDOT,1963,8,1
15814,8,Ulster,Gardiner (Town),1.8 MI NE OF BRUYNSWICK,COUNTY ROAD 7A,SHAWANGUNK KILL,County,1941,8,1
10785,8,Orange,Highlands (Town),3.0 MI N JCT RTS 293+6,293 293 83011029,MINE LAKE INLET,NYSDOT,1959,8,1
36,1,Albany,Albany (City),I787 & BWAY-QUAY ST CONN,787I787I11011021,BWAY-QUAY ST CONN,NYSDOT,1973,8,1
8236,4,Monroe,Perinton (Town),1.1MI NE JCT BARGE C&I490,AYRAULT ROAD,ERIE CANAL,NYSDOT,1989,8,1
14630,10,Suffolk,Babylon (Town),JCT SH 231 & SH 27,231 231 07011014,27  27 07051065,NYSDOT,1971,8,1
7201,11,Kings,New York (City),AT VANDERVEER PARK,ALBANY AV & AV H,N Y & ATLANTIC/LI,City,1906,8,1
12392,1,Rensselaer,Nassau (Town),2.3 MI NW OF STEVETWN CTR,DUNHAM HOLLOW RD,TAKAWASICK CREEK,County,1949,8,2
8503,2,Montgomery,Canajoharie (Town),4 MILES WEST OF AMES,OTSEGO ROAD,CANAJOHARIE CREEK,County,1934,8,2
9664,2,Oneida,New Hartford (Town),1 MI NE YAHNUNDASIS LAKE,HENDERSON STREET,MUD CREEK,County,2005,8,2
10241,3,Onondaga,Onondaga (Town),ONON CR; 3.7 MI N 11A &20,GIBSON RD,ONONDAGA CREEK,NYSDOT,2006,8,2
286,1,Albany,New Scotland (Town),RTE 443 IN CLARKSVILLE,443 443 11021138,ONESQUETHAW CREEK,NYSDOT,2000,8,2
16708,8,Westchester,Greenburgh (Town),JCT RTE 100B+SBP,100B100B87011015,987F987F87012038,NYSDOT,1970,8,2
7915,4,Monroe,Chili (Town),5 MI W OF EXIT 46 90I,90IX,ROCHESTER & SOUTH,NYS Thruway Authority,1952,8,2
6402,1,Greene,Jewett (Town),1.3 M NE JEWETT CENTER,MILL HOLLOW ROAD,EAST KILL,County,1994,8,2
2814,6,Chemung,Chemung (Town),Reeds Crossing over Rt 17,Reeds Crossing,86I 17 62051206,NYSDOT,2012,8,2
12532,1,Rensselaer,Schodack (Town),1.9MI E INTER.B1 ON 90I,BUNKER HILL ROAD,90IX WB,NYS Thruway Authority,1956,8,2
12567,1,Rensselaer,Stephentown (Town),Provost Rd over E.Crk,Provost Rd.,E. Crk Feeder Str,Town,1968,8,2
10152,3,Onondaga,Jordan (Village),.2 MI S JCT SH 31C & I90,31  31 33091011,SKANEATELES CREEK,NYSDOT,1962,8,2
16725,8,Westchester,Greenburgh (Town),2.6 MI S JCT RTS SMRP<TSP,987D987D87012079,OLD SAWMILLRIV.RD,NYSDOT,1933,8,2
10162,3,Onondaga,Lafayette (Town),6 MI. S. OF JAMESVILLE,APULIA RD,BUTTERNUT CREEK,County,1985,8,2
10243,3,Onondaga,Onondaga (Town),1.3 MI S US11 & I81,QUARRY RD,HEMLOCK CREEK,NYSDOT,2006,8,2
12097,11,Queens,New York (City),AT AQUEDUCT RACE TRACK,AQUEDUCT PRV ROAD,UNDER J1CTCW,Port Authority of NY and NJ,1961,8,2
16222,1,Warren,Johnsburg (Town),GARNET L OUTLET,TR340CROSS ROAD,MILL CREEK,Town,1920,8,2
15012,9,Sullivan,Callicoon (Town),1.2 MI N CALLICOON CENTER,WEISSMAN ROAD,N BRANCH CALLICOON CREEK,County,1982,8,2
141,1,Albany,Bethlehem (Town),0.9 MI SW JT RT 32 & 910A,32  32 11041161,VOLMAN KILL CREEK,NYSDOT,1937,8,2
14998,9,Sullivan,Callicoon (Town),2.0 MI N OF NORTH BRANCH,BUCK BROOK ROAD,BUCK BROOK,County,1998,8,2
5957,7,Franklin,Saranac Lake (Village),SARANAC LAKE,WOODRUFF STREET,SARANAC RIVER,County,1949,8,2
15146,9,Sullivan,Liberty (Town),0.6 MI E OF YOUNGSVILLE,Hull Rd,E BR CALLICOON CK,County,1925,8,2
15008,9,Sullivan,Callicoon (Town),0.1 MI N OF NORTH BRANCH,OBERNBURG ROAD,BUCK BROOK,County,1971,8,2
17221,8,Westchester,Yonkers (City),0.1 MI W JCT OF CCP & BRP,907KX,MIDLAND AVENUE,NYSDOT,1984,8,2
16050,8,Ulster,Shawangunk (Town),2.0 MI W OF WALLKILL,County Road 18,DWAAR KILL,County,1989,8,2
1264,9,Broome,Kirkwood (Town),.1 MI W OF KIRKWOOD TN LI,17  17 91073051,PARK CREEK,NYSDOT,1948,8,2
6918,7,Jefferson,Ellisburg (Village),0.1 MI S OF ELLISBURG,COUNTY ROAD 121,BEAR CREEK,County,1900,8,2
15010,9,Sullivan,Callicoon (Town),0.6 MI E OF NORTH BRANCH,POLEY ROAD,N BRANCH CALLICOON CREEK,County,1962,8,2
9277,5,Niagara,Lockport (Town),2.5 MI SOUTH OF LOCKPORT,93  93 54015020,Donner Crk,NYSDOT,1958,8,2
5956,7,Franklin,Saranac Lake (Village),SARANAC LAKE,PARKING LOT DRIVE,SARANAC RIVER,County,1956,8,2
1751,5,Cattaraugus,Hinsdale (Town),2.2 MI SW JCT RTS 17 + 16,86I 17 51125036,FAY HOLLOW ROAD,NYSDOT,1972,8,2
17138,8,Westchester,Somers (Town),0.3MI.W.JCT.RTES.138+684I,138 138 87011014,MUSCOOT RESERVOIR,NYSDOT,1986,8,2
4265,9,Delaware,Tompkins (Town),IN TROUT CREEK - SH 206,206 206 93031083,TROUT CREEK,NYSDOT,1998,8,2
1752,5,Cattaraugus,Hinsdale (Town),2.2 MI SW JCT I86 & SH 16,86I 17 51125036,FAY HOLLOW ROAD,NYSDOT,1972,8,2
15285,9,Sullivan,Rockland (Town),0.1 MI N OF CR152 IN LEWB,MARY SMITH HLL RD,BEAVER KILL,County,1989,8,2
6676,2,Herkimer,Mohawk (Village),.7 MI S JCT SH 28 & SH 5S,28  28 23041099,FULMER CREEK,NYSDOT,1992,8,2
782,11,Bronx,New York (City),JCT I87 & I95,95I 95IX1MR01C3,SEDGWICK AVENUE,NYSDOT,1964,8,2
5270,5,Erie,Lackawanna (City),CENTER OF LACKAWANNA,WOOD STREET,SMOKES CREEK,City,1967,8,2
15284,9,Sullivan,Rockland (Town),1.2 MI S OF LEW BEACH,JOHNSTON HILL RD,VOORHEES BROOK,County,2000,8,2
9803,2,Oneida,Utica (City),W INT 31 UTICA NY I790,790I,RAMP TO RTE 921C,NYS Thruway Authority,1956,8,2
13553,6,Schuyler,Hector (Town),2.0 MI SOUTH OF PERRY CIY,CARMAN ROAD,TAUGHANNOCK CREEK,County,1991,8,2
3901,9,Delaware,Colchester (Town),.5 MI NW JCT SH 206 & SH,206 206 93031277,WILSON HOLLOW BRK,NYSDOT,1949,8,2
5215,5,Erie,Hamburg (Town),1.8 MI N JCT SH391 &SH219,391 219 53021199,NEUMAN CREEK,NYSDOT,1923,8,2
11857,11,Queens,New York (City),IN FLUSHING,149TH STREET,LIRR PORT WASH BR,City,1924,8,2
15286,9,Sullivan,Rockland (Town),.7 MILE NORTH OF DEBRUCE,MONGAUP ROAD,MONGAUP CREEK,County,2004,8,2
14640,10,Suffolk,Babylon (Town),2.3 MI E JCT SH 27 & SH10,DEER PARK AVE,27  27 07051061,NYSDOT,1972,8,2
14596,6,Steuben,Wheeler (Town),3.1 MI N OF WHEELER,MUTTON HOLLOW RD,TROUT RUN,Town,2012,8,2
9385,5,Niagara,Pendleton (Town),2.5 MI EAST OF SHAWNEE,MAPLETON ROAD,BULL CREEK,County,2012,8,2
11376,3,Oswego,Richland (Town),1.9 MI NE JCT SH 3 & SH13,3   3 34013252,DEER CREEK,NYSDOT,2002,8,2
16133,8,Ulster,Woodstock (Town),0.5 MI E JCT RTS 212+375,212 212 86011135,BAUMGARTEN CREEK,NYSDOT,1936,8,2
7260,11,Kings,New York (City),OVER NEWTON CREEK,GREENPOINT AVENUE,LIRR,City,1989,8,2
1036,11,Bronx,New York (City),2.8 MI N I87+I95,WEST 234TH STREET,87I87IXM12061,NYSDOT,1955,8,2
12990,8,Rockland,Suffern (Village),JCT I87 & S.H.59,87IX  NB TO I-287,87IX,NYS Thruway Authority,1995,8,2
7525,4,Livingston,Geneseo (Town),3.0 MI.N.GENESEO,NATIONS ROAD,JAYCOX CREEK,County,2009,8,2
112,1,Albany,Albany (City),CITY OF ALBANY SOUTH MALL,SOUTH MALL EXP,EAGLE STREET,NYSDOT,1976,8,2
6793,2,Herkimer,,AT TOWN OF GERMAN FLATTS,Spinnerville-Gulf Road,Steele Creek Tributary,County,2018,8,2
8973,11,New York,New York (City),6.4 MI NE ROUTE 9A+79 ST,9A  9A04011041,ACCESS RD TO HHPS,MTA Bridges and Tunnels (aka TBTA),1937,8,2
11353,3,Oswego,Parish (Village),AT PARISH,COUNTY ROAD 38,NORTH BRANCH LITTLE SALMON RIVER,County,1910,8,2
14713,10,Suffolk,Brookhaven (Town),1.6 MI E JCT RTS 27+112,HOSPITAL ROAD,27  27 07051250,NYSDOT,1959,8,2
7204,11,Kings,New York (City),IN EAST NEW YORK,ATLANTIC AVENUE,NY & ATLANTIC/LI,City,1942,8,2
113,1,Albany,Albany (City),CITY OF ALBANY SOUTH MALL,SOUTH MALL EXP.,EAGLE STREET,NYSDOT,1976,8,2
2741,6,Chemung,Big Flats (Town),1.5 MI SW OF BIG FLATS,CR10 S CORNING RD,CHEMUNG RIVER,County,1960,8,2
8977,11,New York,New York (City),6.5 MI NE ROUTE 9A+79 ST,9AX,DYCKMAN STREET,MTA Bridges and Tunnels (aka TBTA),1937,8,2
16760,8,Westchester,Harrison (Village),4.1 MI S JCT RTS I684&120,684I684I87011009,984J984J87011010,NYSDOT,1997,8,2
9275,5,Niagara,Lockport (Town),.9 MI S JCT SH 78 & SH104,78  78 54033012,EB EIGHTEENMLE CK,NYSDOT,1989,8,2
11057,8,Orange,Woodbury (Town),2.5 MI N JCT SH32 & SH208,32  32 83011050,TRIB WOODBURY CRK,NYSDOT,1934,8,2
9097,11,New York,New York (City),800 FT S OF GEO WASHTN BR,HR12HP NB FRM GWB,907VSB TO RVSD DR,Port Authority of NY and NJ,1960,8,2
16265,1,Warren,Stony Creek (Town),STONY CREEK,"CR 3, HARRISBURG RD.",ROARING BRANCH,County,1932,8,2
11185,4,Orleans,Ridgeway (Town),2 MI E JCT BG CNL & SH 63,BEALS ROAD,ERIE CANAL,NYSDOT,1909,8,2
7947,4,Monroe,Fairport (Village),.6 MI.E.JCT.BARGE C.+R250,31F 31F43011048,ERIE CANAL,NYSDOT,1984,8,2
7653,4,Livingston,York (Town),.5 MI NORTH OF RETSOF,RETSOF ROAD,BIDWELLS CREEK,County,1999,8,2
145,1,Albany,Bethlehem (Town),.6 MI SE JCT SH85 & SH140,140 140 11011011,ALBANY CO. RAIL TRAIL,NYSDOT,1969,8,2
11828,11,Queens,New York (City),1.4MI S GCP+CRSS ISL PKWY,25 X,907A907AX5M21111,City,1939,8,2
11023,8,Orange,Wawayanda (Town),0.2 MI W JCT RTS 6+284,6   6 83012119,JOE CREEK,NYSDOT,1935,8,2
2109,3,Cayuga,Port Byron (Village),0.2 MI NW JCT RTS 31 & 38,31  31 31081049,OWASCO OUTLET,NYSDOT,1995,8,2
16264,1,Warren,Stony Creek (Town),1.5 MI NW OF STONY CREEK,"CR 22, HARRISBURG RD.",STONY CREEK,County,1956,8,2
7619,4,Livingston,Sparta (Town),3.7 MI NW JCT RTS 63 & 36,63  63 42021061,PATTERSON GULLY,NYSDOT,1991,8,2
9219,5,Niagara,Cambria (Town),0.8 MI W JCT RTS 104 +425,104 104 54012134,TWELVEMILE CREEK,NYSDOT,2006,8,3
4044,9,Delaware,Hancock (Town),3.1 MI E JCT RTS 17 + 30,17  17 93081265,CR 17,NYSDOT,1968,8,3
12676,11,Richmond,New York (City),1.8MI N 440+W SHORE EXPY,BLOOMINGDALE RD,440  440 X6M12029,NYSDOT,1972,8,3
15776,8,Ulster,Denning (Town),4.5 MI NE OF CLARYVILLE,NEW HILL ROAD,TRIB E BR NEVERSINK RIVER,County,2001,8,3
4045,9,Delaware,Hancock (Town),3.1 MI E JCT SH 17 & SH30,17  17 93081265,CR 17,NYSDOT,1968,8,3
14637,10,Suffolk,Babylon (Town),.9 MI E JCT SH 27 & SH 10,BELMONT AVE,27  27 07051047,NYSDOT,1968,8,3
14793,10,Suffolk,Islip (Town),1.1 MI W JCT SH 27 & SH 1,27  27 07051113,SAXON AVE,NYSDOT,1985,8,3
12701,11,Richmond,New York (City),2.3MI W JCT I278+BELT PKY,HYLAN BLVD NB,278I278IX6M13072,NYSDOT,1965,8,3
6077,4,Genesee,Alabama (Town),JCT RTE 267+TONAWANDA CK,267 267 41021021,TONAWANDA CREEK,NYSDOT,1941,8,3
16281,1,Warren,Warrensburg (Town),.1 MILE S EXIT 24 OF I87,87I 87I17101251,CR10-SCHROON R RD,NYSDOT,2010,8,3
457,6,Allegany,Belfast (Town),4.0 MI SE JCT RTS 19 +305,305 305 61021227,BLACK CREEK,NYSDOT,1939,8,3
12199,11,Queens,New York (City),JFK AA T9 Depart,JFK Term 8 Dept.,JFK Term 8 Arrv.,Port Authority of NY and NJ,2005,8,3
160,1,Albany,Bethlehem (Town),1.8 MI NW EXIT 22 OF I90,CLAPPER RD,87IX,NYS Thruway Authority,1954,8,3
16158,1,Warren,Bolton (Town),.1 MILE S EXIT 24 OF I87,87I 87I17101248,CR10-SCHROON R RD,NYSDOT,2011,8,3
9990,3,Onondaga,Camillus (Town),INT .4MI NE JCT RTS 5+173,ROADWAY C,ROADWAY A,NYSDOT,1975,8,3
15217,9,Sullivan,Neversink (Town),AT CLARYVILLE,FROST VALLEY ROAD,W BR NEVERSINK RV,County,2008,8,3
3952,9,Delaware,Davenport (Town),2.24 MI NE DAVENPORT CTR,HIGH POINT ROAD,CHARLOTTE CREEK,County,1998,8,3
