,Region,County,Municipality,Location,Feature Carried,Feature Crossed,Owner,Year Built or Replaced,Month of inspection,Day of inspection
15275,9,Sullivan,Rockland (Town),.1 MILE WEST OF DEBRUCE,DEBRUCE ROAD,TB WILLOWEMOC CRK,County,2007,11,5
17367,4,Wyoming,Bennington (Town),1.4MI E JCT RTS 354 + 77,354 354 46021062,FENTON CREEK,NYSDOT,1958,11,5
17362,4,Wyoming,Bennington (Town),1.5MI N JCT RTS 77 + 20A,77  77 46011100,CAYUGA CREEK,NYSDOT,1953,11,5
15418,9,Tioga,Newark Valley (Town),2.7 MI W OF NEWARK VALLEY,County Road 33,W BR OWEGO CREEK,County,1950,11,5
17366,4,Wyoming,Bennington (Town),0.6MI E JCT RTS 354 + 77,354 354 46021053,FRENCH BROOK,NYSDOT,1958,11,5
2750,6,Chemung,Big Flats (Town),0.6MI N.BIG FLATS-ADJRT17,DANIEL ZENKER DR,OWENS HOLLOW CREK,Town,1985,11,5
7187,11,Kings,New York (City),5.0 MI SW I678+BELT PKWY,907C907CX2M13149,FRESH CREEK,City,2013,11,5
15178,9,Sullivan,Mamakating (Town),1.3 MI NW WESTBROOKVILLE,DAVID RHODES ROAD,PINE KILL,County,2019,11,5
11869,11,Queens,New York (City),2.7 MI ENE JCT I678 & GCP,188TH STREET,907M907MX5M13107,NYSDOT,1963,11,5
15361,9,Tioga,Barton (Town),4.4 MI N OF WAVERLY,34  34 65011044,KING HOLLOW CREEK,NYSDOT,1937,11,5
5379,5,Erie,Orchard Park (Town),1.75 MI EAST OF HAMBURG,ABBOTT ROAD,NEUMAN CREEK,County,2013,11,5
5401,5,Erie,Orchard Park (Town),3.5 MI. E OF HAMBURG,NEWTON RD,BIG GULF CREEK,County,2011,11,5
48,1,Albany,Albany (City),NB EXIT 23 RAMP OF I87,87IX NB OFF RAMP,NOONAN LANE,NYS Thruway Authority,1997,11,5
5402,5,Erie,Orchard Park (Town),2.9 MI S OF ORCHARD PARK,VAN INGEN DRIVE,BR NEUMAN CREEK,County,1936,11,5
15347,9,Sullivan,,1 mi N Jct Joyland Rd,RESORTS WORLD DRIVE,TRIB TANNERY BROOK,Town,2017,11,6
17353,4,Wyoming,Arcade (Village),AT VILLAGE ARCADE,WEST STREET,CATTARAUGUS CREEK,County,2012,11,6
10413,3,Onondaga,Syracuse (City),0.2MI NW SYR PO W GENESEE,WEST GENESEE ST,ONONDAGA CREEK,City,1900,11,6
8170,4,Monroe,Mendon (Town),1 MI NE OF MENDON,MILE SQUARE RD,IRONDEQUOIT CREEK,County,1933,11,6
10412,3,Onondaga,Syracuse (City),ONONDAGA CK W COLVIN ST.,WEST COLVIN STR,ONONDAGA CREEK,City,1982,11,6
2451,5,Chautauqua,Jamestown (City),AT JAMESTOWN,SPRAGUE STREET,CHADAKOIN RIVER,County,2012,11,6
3051,9,Chenango,Guilford (Town),3.2 MI S JCT SH 8 & SH 51,8   8 92031049,KENT BROOK,NYSDOT,1966,11,6
3908,9,Delaware,Colchester (Town),Cooks Falls,COOKS FALLS ROAD,Unnamed Creek,County,1965,11,6
15911,8,Ulster,Rochester (Town),IN ACCORD,COUNTY ROAD 27,RONDOUT CREEK,County,1950,11,6
10411,3,Onondaga,Syracuse (City),.6 MI SW COLVN&SALINA SYR,WEST BRIGHTON AVE,ONONDAGA CREEK,City,1981,11,6
362,6,Allegany,Alma (Town),1.4 MI. NORTH OF ALMA,COUNTY ROAD 18,HUNT CREEK,County,1990,11,6
995,11,Bronx,New York (City),AT PELHAM BAY PARK,ORCHARD BEACH RD,AMTRAK/CSXT/P&W,City,2012,11,6
15346,9,Sullivan,,1 mi N Jct Joyland Rd,RESORTS WORLD DRIVE,TRIB TANNERY BROOK,Town,2017,11,6
364,6,Allegany,Alma (Town),IN ALMA,COUNTY ROAD 18,HUNT CREEK,County,1991,11,6
15565,9,Tioga,,1.4 MI SW OF APALACHIN,LONG CREEK ROAD,LONG CREEK,Town,2019,11,6
15677,3,Tompkins,Ithaca (City),IN CITY OF ITHACA,SOUTH ALBANY ST.,SIXMILE CREEK,City,1926,11,6
9895,2,Oneida,Verona (Town),5 MI EAST OF SYLVAN BEACH,HIGGINSVILLE ROAD,OLD ERIE CANAL,NYSDOT,1925,11,6
9605,2,Oneida,Lee (Town),.1 MI N OF LEE CENTER,CHURCH STREET,CANADA CREEK,Town,1900,11,6
11393,3,Oswego,Sandy Creek (Town),2.3MI SE JEFFERSON CL + 3,3   3 34013297,BLIND CREEK,NYSDOT,2002,11,6
10481,4,Ontario,Farmington (Town),1 MI W OF FARMINGTON,ALLEN PADGHAM RD,GANARGUA CREEK,County,2017,11,6
3959,9,Delaware,Davenport (Town),0.2 MI N OF DAVENPORT CEN,PINE LAKE ROAD,CHARLOTTE CREEK,County,1957,11,6
8642,2,Montgomery,St. Johnsville (Village),64MI NW JCT RTS 80+5,5   5 25121030,ZIMMERMAN CREEK,NYSDOT,1976,11,6
11394,3,Oswego,Sandy Creek (Town),.4 MI S JEFF CO LN & SH 3,3   3 34013317,LINDSEY CREEK,NYSDOT,2002,11,6
11787,8,Putnam,Southeast (Town),0.4 MI E I84 EXIT 19,84I 84I84031073,MNRR  HA  LINE,NYSDOT,1968,11,6
14197,6,Steuben,Cohocton (Town),.2 MILE WEST OF COHOCTON,390I390I64011109,COUNTY ROAD 121,NYSDOT,1976,11,6
17426,4,Wyoming,Orangeville (Town),2 MILES EAST OF VARYSBURG,SNYDER ROAD,STONY BROOK,County,2010,11,6
2181,5,Chautauqua,Busti (Town),2.6 MILES SW OF BUSTI,SIMMONS ROAD,STILLWATER CREEK,County,2006,11,6
14566,6,Steuben,Wayland (Town),S END OF PERKINSVILLE,390I390I64011054,COUNTY ROAD 90,NYSDOT,1966,11,6
12469,1,Rensselaer,Sand Lake (Town),1.2 MI SW OF SAND LAKE,BURDEN LAKE ROAD,WYNANTS KILL,County,2002,11,6
17453,4,Wyoming,Sheldon (Town),0.1 MI W STRYKERSVILLE,SANDERS ROAD,BUFFALO CREEK,County,1978,11,6
16602,8,Westchester,Bedford (Town),0.7MI N JCT RTS I684+SMRP,684I684I87011176,MUSCOOT RESERVIOR,NYSDOT,1966,11,6
3947,9,Delaware,Davenport (Town),3.7 MI E OF ONEONTA,COUNTY ROAD 11,CHARLOTTE CREEK,County,1981,11,6
12470,1,Rensselaer,Sand Lake (Town),1.4 MI SW OF SAND LAKE,BURDEN LAKE ROAD,WYNANTS KILL,County,2002,11,6
8507,2,Montgomery,Canajoharie (Village),.3 MILE S JCT SH 5 & SH10,10  10 25031079,NYS BARGE CANAL,NYSDOT,2008,11,6
10617,4,Ontario,West Bloomfield (Town),3.2 MI S OF W BLOOMFIELD,COUNTY ROAD 37,BEBEE CREEK,County,2002,11,6
4174,9,Delaware,Middletown (Town),.5 MILE N OF FLEISHMANNS,COUNTY ROAD 37,VLY CREEK,County,2012,11,6
4175,9,Delaware,Middletown (Town),0.3 MI S OF NEW KINGSTON,COUNTY ROAD 6,PLATTE KILL,County,1994,11,6
10587,4,Ontario,Shortsville (Village),VILLAGE OF SHORTSVILLE,MAIN STREET,CANANDAIGUA OUTLT,County,1899,11,6
3958,9,Delaware,Davenport (Town),0.1 MI N OF DAVENPORT CEN,PINE LAKE ROAD,CHARLOTTE CREEK,County,1957,11,6
17449,4,Wyoming,Sheldon (Town),1.0 MI N  STRYKERSVILLE,DUTCH HOLLOW ROAD,GLADE CREEK,County,2012,11,6
2969,9,Chenango,Afton (Town),.3 MI E JCT I88 & SH 41,88I 88I92021025,TRB CORNELL CREEK,NYSDOT,1974,11,6
9328,5,Niagara,Niagara Falls (City),JCT RTS 384 + I-190,190I190I54011000,384 X,NYSDOT,2014,11,6
8567,2,Montgomery,Glen (Town),EXIT 28 OF I90,FULTONVILLE INT.,90IX,NYS Thruway Authority,2010,11,6
1524,9,Broome,,0.16 Mi. from NYS Rte.11,GORMAN ROAD,TRIB DEKAYS CREEK,Town,1958,11,6
8335,4,Monroe,Rochester (City),JCT E MAIN ST & I.L.,EAST MAIN STREET,940T940T43011015,NYSDOT,1965,11,6
9453,5,Niagara,Wheatfield (Town),2.3 MI NW JCT RTS 62 +429,62  62 54043045,BERGHOLTZ CREEK,NYSDOT,2012,11,6
9327,5,Niagara,Niagara Falls (City),JCT RTS 384 + I-190,190I190I54011000,384 X,NYSDOT,2014,11,6
389,6,Allegany,Almond (Village),IN ALMOND,ERIE AVENUE,CANACADEA CREEK,Village,1973,11,6
17365,4,Wyoming,Bennington (Town),JCT RTS 77 + 354,354 354 46021052,77  77 46011133,NYSDOT,1952,11,6
3348,7,Clinton,Peru (Town),.5 MI S INT SH22B & CR 37,ARTHUR JARVIS RD,LITT AUSABLE RIVR,County,2017,11,6
2416,5,Chautauqua,Hanover (Town),1.1 MI N OF FORESTVILLE,CR 84,WALNUT CREEK,County,1958,11,6
16562,4,Wayne,Wolcott (Town),0.5 MI E JCT RTS 104 +370,104 104 37041349,RED CREEK,NYSDOT,1971,11,6
2618,5,Chautauqua,Sherman (Town),1.5 MI E JCT RTS 17 & 76,86I 17 52111106,FRENCH CREEK,NYSDOT,1996,11,6
2385,5,Chautauqua,French Creek (Town),.3 MI SW OF FRENCH CREEK,KING ROAD,French Creek,County,2003,11,6
2619,5,Chautauqua,Sherman (Town),1.5MI.E.JCT.RTES 76 & 17,86I 17 52111106,FRENCH CREEK,NYSDOT,1982,11,6
14165,6,Steuben,Canisteo (Town),1.8 MI SE OF CANISTEO,36  36 64011028,COLONEL BILLS CRK,NYSDOT,1999,11,6
3345,7,Clinton,Peru (Town),1.3 MI N JCT I87 & SH 442,87I 87I71051073,LIT AUSABLE RIVER,NYSDOT,2015,11,6
16563,4,Wayne,Wolcott (Town),0.2 MI SW 104A +CAYUGA CL,104A104A37011040,BLIND SODUS CREEK,NYSDOT,1958,11,6
2417,5,Chautauqua,Hanover (Town),2.7 MI SW OF SILVR CK INT,CR 93 HANOVER RD,90IX,NYS Thruway Authority,1954,11,6
14168,6,Steuben,Canisteo (Town),0.7 MI SE OF CANISTEO,36  36 64011218,BENNETT CREEK,NYSDOT,1999,11,6
4510,8,Dutchess,Pleasant Valley (Town),IN SALT POINT,115 115 82012100,LITTLE WAPPINGER CREEK,NYSDOT,1915,11,6
16523,4,Wayne,Ontario (Town),1.8 MI W JCT RTS 104& 350,104 104 47041017,MILL CREEK,NYSDOT,1992,11,6
1261,9,Broome,Kirkwood (Town),0.5 MI E OF E BING CTY LI,11  11 91011090,ACRE CREEK,NYSDOT,1947,11,6
222,1,Albany,Colonie (Town),SH 7 WB OFF TO I787 SB,787I787I11014105,787I787I11014006,NYSDOT,1971,11,6
13853,7,St Lawrence,Norfolk (Town),4.0 MI NE OF RAYMONDVILLE,BROUSE ROAD,PLUM BROOK,County,2019,11,6
14617,6,Steuben,,.4 MI NW OF KANONA,NORTH MAIN STREET,FIVE MILE CREEK,Town,2015,11,6
3447,8,Columbia,Canaan (Town),2.2 MI W JCT RTS295+22,295 295 81011098,STONY KILL,NYSDOT,1933,11,6
7070,7,Jefferson,Watertown (Town),JCT I-81 & SH 232,81I 81I73051182,232 970K73011003,NYSDOT,2013,11,6
3562,8,Columbia,Gallatin (Town),1.9 MILES EAST OF MT ROSS,SILVERNAILS ROAD,UNNAMED STREAM,Town,1973,11,6
13681,7,St Lawrence,Brasher (Town),3 MI N OF NORTH LAWRENCE,"CR 55, YOUMMELL R",DEER RIVER,County,2017,11,6
1865,5,Cattaraugus,Napoli (Town),2.4 MILES NORTH OF NAPOLI,ALLEGANY ROAD,BR COLD SPRING CR,County,1951,11,6
5022,5,Erie,Clarence (Town),N END WOLCOTTSBURG,GOODRICH ROAD,BLACK CREEK,County,2014,11,6
1866,5,Cattaraugus,Napoli (Town),.6 MILE NORTH OF NAPOLI,ALLEGANY ROAD,WAITE CREEK,County,1951,11,6
13677,7,St Lawrence,Brasher (Town),5.0 MI N OF BRASHER CENTR,COUNTY ROAD 37,SPRING BROOK,County,1938,11,6
1836,5,Cattaraugus,Little Valley (Village),AT LITTLE VALLEY,MILL STREET,BR LITTLE VALLEY,County,1938,11,6
2593,5,Chautauqua,Ripley (Town),0.6 MI SW OF SHELDON CNRS,COUNTY ROAD 13,BR TWENTYMILE CRK,County,2017,11,6
11075,8,Orange,,JCT of  Routes 17 & 32,32 32083101000,984C 984C83011000,NYSDOT,2019,11,6
11077,8,Orange,,JCT of Routes 17 & 32,32 32083101001,Nininger Road,NYSDOT,2019,11,6
179,1,Albany,Coeymans (Town),1.5 MI S OF SELKIRK,87IX,CSX TRANS/C P RWY,NYS Thruway Authority,1958,11,6
11142,4,Orleans,Kendall (Town),2MI W JCT EB LOSP+RTE 237,947A947A45011083,WEST KENDALL ROAD,NYSDOT,1973,11,6
15893,8,Ulster,Olive (Town),AT SHOKAN,RESERVOIR RD,CATSKILL MOUNTAIN RR TRAIL,"NYC Dept of Water Supply, Gas and Electric",2009,11,6
11141,4,Orleans,Kendall (Town),2MI W JCT WB LOSP+RTE 237,947A947A45011083,WEST KENDALL ROAD,NYSDOT,1973,11,6
11705,9,Otsego,Worcester (Town),.7 MI NE OF E WORCESTER,88I 88I94063236,Brooker Hollow Rd,NYSDOT,1979,11,6
4903,5,Erie,Buffalo (City),1.6 MI NE JCT RTS 33 + 5,BEST STREET,33  33 53011026,NYSDOT,1963,11,6
4345,8,Dutchess,Clinton (Town),4 MILES SE OF EIGHMYVILLE,COUNTY ROAD 19,LITTLE WAPPINGER CREEK,County,1961,11,6
16524,4,Wayne,Ontario (Town),1.8 MI W JCT RTS 104& 350,104 104 47041017,MILL CREEK,NYSDOT,1992,11,6
11704,9,Otsego,Worcester (Town),.7 MI NE OF E WORCESTER,88I 88I94063236,Brooker Hollow Rd,NYSDOT,1979,11,6
14162,6,Steuben,Campbell (Town),3.7 MI. N OF E CAMPBELL,WIXON ROAD,MEADS CREEK,Town,2001,11,6
14293,6,Steuben,Fremont (Town),2.5 MI N OF HASKINVILLE,21  21 64023123,TRIB NEIL CREEK,NYSDOT,2007,11,6
13731,7,St Lawrence,De Kalb (Town),1.2 MI NE JCT US11 &SH812,11  11 75061193,CSX TRANSPRTATION,NYSDOT,2019,11,6
14295,6,Steuben,Fremont (Town),.7 miles NE CR 57,21 21 64023058,Carrington Creek,NYSDOT,1961,11,6
2543,5,Chautauqua,Poland (Town),2.1 MI NW OF KENNEDY,SPRAGUE HILL ROAD,DRY BROOK,County,1940,11,6
15947,8,Ulster,Saugerties (Town),2.2MI N JCT RTS 32 & 212,32  32 8602 3141,BEAVER KILL,NYSDOT,1994,11,6
3527,8,Columbia,Claverack (Town),.6 MILE WEST OF PHILMONT,ROXBURY ROAD,AGAWAMUCK CREEK,County,1952,11,6
16835,8,Westchester,Mamaroneck (Village),IN MAMARONECK VILLAGE,ROCKLAND AVENUE,MNRR NH LINE,Railroad,1900,11,6
3573,8,Columbia,Ghent (Town),2.4 MI SW OF GHENT,COUNTY ROAD 9,NORTH CREEK,County,1940,11,6
16655,8,Westchester,Cortlandt (Town),IN MONTROSE,MONTROSE STA ROAD,MNRR HU LINE,Railroad,1937,11,6
8056,4,Monroe,Greece (Town),1.6 MI E JCT BARGE C &386,LONG POND ROAD,ERIE CANAL,NYSDOT,1991,11,6
6794,7,Jefferson,Adams (Town),4 MI S JCT I81 & SH 232,177 177 73011001,81I 81I73051143,NYSDOT,2015,11,6
9696,2,Oneida,Remsen (Town),3.5 MI SW BARDWELL MILL,CO RTE 82,CINCINNATI CREEK,County,2017,11,6
1107,9,Broome,Binghamton (City),0.4 MI SW JCT RTS 434+363,PENNSYLVANIA AVE,434 434 91012018,NYSDOT,1954,11,6
10281,3,Onondaga,Salina (Town),.2 MI NE JCT I81 & I90,RAMP TO I81NB&I90,81I 81I33033013,NYSDOT,1986,11,6
11339,3,Oswego,Palermo (Town),4.8 MI SW OF MEXICO,COUNTY ROAD 4/ Hall Road,CATFISH CREEK,County,2007,11,6
2039,3,Cayuga,Brutus (Town),1.0 MI SW OF WEEDSPORT,HAMILTON ROAD,NORTH BROOK,Town,1989,11,6
15369,9,Tioga,Barton (Town),2.6 MI NW OF BARTON,COUNTY ROAD 9,ELLIS CREEK,County,2015,11,6
15375,9,Tioga,Barton (Town),IN LOCKWOOD,MAIN STREET,CAYUTA CREEK,County,1960,11,6
14077,6,Steuben,Bath (Town),2.7 MI SW OF KANONA,COUNTY ROAD 14,SINCLAIR CREEK,County,2011,11,6
6045,2,Fulton,Mayfield (Town),AT VILLAGE OF MAYFIELD,SCHOOL STREET,MAYFIELD LAKE OUT,Town,1932,11,7
16535,4,Wayne,Palmyra (Village),JCT OF RTE 21 + BARGE C,21  21 37061024,ERIE CANAL,NYSDOT,1961,11,7
17027,8,Westchester,Peekskill (City),JCT US 9 & US 202,6   6 87032007,9   9 87033014,NYSDOT,2010,11,7
15531,9,Tioga,Tioga (Town),RTE 17C E TIOGA CENTER,17C 1765061155,PIPE CREEK,NYSDOT,2001,11,7
198,1,Albany,Colonie (Town),JCT I87 & RTE 7,7   7 11081032,87I 87I11082049,NYSDOT,2010,11,7
201,1,Albany,Colonie (Town),.4 MI W JCT SH 7 & I787,7   7 11081174,DELAWARE & HUDSON,NYSDOT,1983,11,7
11181,4,Orleans,Ridgeway (Town),4.2 MI E JCT SH 31 & SH63,31  31 45021088,FALLS ROAD RR,NYSDOT,1984,11,7
9876,2,Oneida,Verona (Town),1.1 MI E SH 13 & BG CANAL,COVE ROAD,ERIE BARGE CANAL,NYS Thruway Authority,1908,11,7
5459,5,Erie,Tonawanda (Town),.8 MI E JCT SH 384 & I290,290I290I53011030,NFTA - OUT OF SVC,NYSDOT,2018,11,7
6622,2,Herkimer,Herkimer (Town),1.7 MI E JCT RTS 5 & 51,5   5 23111108,CSX TRANSPRTATION,NYSDOT,1949,11,7
1549,5,Cattaraugus,Allegany (Town),3 MILES NE OF VANDALIA,NO. NINE MILE ROA,NINEMILE CREEK,County,2008,11,7
5264,5,Erie,Lackawanna (City),1.5 MI N JCT 62'SMOKES CK,MCKINLEY PARKWAY,BUFFALO & PITTSBG,City,1974,11,7
3389,7,Clinton,Plattsburgh (Town),.4MI W SOUTH PLATTSBURGH,SALMON RIVER ROAD,SALMON RIVER,County,2018,11,7
1395,9,Broome,Union (Town),1.5 MI E WEST BRM CO LINE,17C 17C91021015,NANTICOKE CREEK,NYSDOT,1999,11,7
14381,6,Steuben,Hornellsville (Town),JCT SR 21 & CO RD 7,21  21 64023311,BIG CREEK,NYSDOT,1976,11,7
15460,9,Tioga,Owego (Town),NW OF HIAWATHA ISLAND,17C 17C65011027,LIT NANTICOKE CRK,NYSDOT,2001,11,7
14323,6,Steuben,Greenwood (Town),1.5 MI N OF GREENWOOD,COUNTY ROAD 62,ROCK CREEK,County,2006,11,7
5662,1,Essex,Minerva (Town),8 MI E OF NEWCOMB ON 28N,28N  28N12021133,STILLWATER BROOK,NYSDOT,1956,11,7
6554,2,Herkimer,Columbia (Town),2.9 MI SE OF CEDARVILLE,CASLER ROAD,UNADILLA LAKE OUT,Town,1920,11,7
14088,6,Steuben,Bath (Town),3.0 MI SE OF BATH,NASH ROAD,CULVER CREEK,Town,2008,11,7
3407,7,Clinton,Saranac (Town),2.2MI W MOFFITSVILLE,TRUE BROOK ROAD,TRUE BROOK,County,2016,11,7
16174,1,Warren,Chester (Town),6.5 MI NE OF NORTH CREEK,ALDER BROOK ROAD,TROUT BROOK,County,2010,11,7
793,11,Bronx,New York (City),JCT I95 & I278,174TH STREET,895I895IX1M12011,City,1909,11,7
16186,1,Warren,Horicon (Town),9 MI. E. I-87 & RTE.8,8    8 17101375,SPUYTENDUIVEL BRO,NYSDOT,2010,11,7
15183,9,Sullivan,Mamakating (Town),5 MI SE OF MOUNTAINDALE,MOUNTAINDALE ROAD,SANDBURG CREEK,County,2010,11,7
5661,1,Essex,Minerva (Town),28N 1.3 MI N WARREN CO L,28N 28N12021256,KELSO BK,NYSDOT,1938,11,7
1535,5,Cattaraugus,Allegany (Town),0.4 MI E ALLEGANY INT.,86I  17 51123131,FIVE MILE RD,NYSDOT,1973,11,7
6116,4,Genesee,Batavia (Town),JCT RT 63 + NYS THRUWAY,NY 63 LEWISTON RD,90IX,NYS Thruway Authority,2001,11,7
6287,1,Greene,Catskill (Town),.1 MI S JCT 9W + 23,9W  9W13041078,HANS VOSEN KILL,NYSDOT,1933,11,7
14380,6,Steuben,Hornellsville (Town),JCT SR 21 & CO RD 7,21  21 64023311,BIG CREEK,NYSDOT,1976,11,7
6489,2,Hamilton,Indian Lake (Town),1.3MI E OF JCT RTS 28 &30,28  28 22091384,LAKE ABANKEE,NYSDOT,1995,11,7
5660,1,Essex,Minerva (Town),RT 28N & BOREAS RIVER JCT,28N 28N12021151,BOREAS RIVER,NYSDOT,1977,11,7
15663,3,Tompkins,Ithaca (City),.5 MI E JCT SH 96B & SH13,96B 96B36022007,SIXMILE CREEK,City,2012,11,7
6905,7,Jefferson,Ellisburg (Town),3.0 N OF MANNSVILLE,LEMAY ROAD,RAYSTONE CREEK,County,2014,11,7
15478,9,Tioga,Owego (Town),4.3 MI NE OF OWEGO,GASKILL ROAD,LITTLE NANTICOKE CREEK,County,1963,11,7
10416,3,Onondaga,Tully (Town),JCT OF RTS I-81 SB + 80,81I 81I33031016,80  80 33012176,NYSDOT,2016,11,7
546,6,Allegany,Cuba (Town),2.4 MI NW OF CUBA,COUNTY ROAD 7D,MUNGER HOLLOW CRK,County,2002,11,7
10417,3,Onondaga,Tully (Town),JCT OF RTS I-81 NB + 80,81I 81I33031016,80  80 33012177,NYSDOT,2016,11,7
545,6,Allegany,Cuba (Town),2.7 MI NW OF CUBA,COUNTY ROAD 7D,RAWSON CREEK,County,1970,11,7
1546,5,Cattaraugus,Allegany (Town),2.2 MI NE OF VANDALIA,N NINE MILE ROAD,NINE MILE CREEK,County,1992,11,7
4256,9,Delaware,Stamford (Town),In Stamford,RAILROAD AVENUE,W BR DELAWARE RIV,County,2012,11,7
7914,4,Monroe,Chili (Town),5 MI W OF EXIT 46 90I,90IX,REED RD,NYS Thruway Authority,1953,11,7
15500,9,Tioga,Owego (Village),1 MILE SW OF OWEGO,SOUTHSIDE DRIVE,PUMPELLY CREEK,County,2010,11,7
544,6,Allegany,Cuba (Town),2.5 MI NW OF I86 & SH 305,COUNTY ROAD 7C,TRIB CUBA LAKE,County,1986,11,7
5682,1,Essex,Newcomb (Town),3 MI E JCT 28N<HUDSON R,28N 28N12021093,HYSLOP BK,NYSDOT,1959,11,7
4260,9,Delaware,Stamford (Town),175 ft E Narrow Notch Rd,ROXBURY MNT RD,ROSE BROOK,County,2012,11,7
10723,8,Orange,Deerpark (Town),2 MI NORTH OF OTISVILLE,OTISVILLE ROAD,BASHER KILL,County,1996,11,7
8728,10,Nassau,Hempstead (Town),5 MI W JCT SSP + WSP,BALDWIN ROAD,908M908M03011064,NYSDOT,1957,11,7
8727,10,Nassau,Hempstead (Town),5 MI W JCT SSP & WSP,BALDWIN  ROAD,908M908M03011064,NYSDOT,1930,11,7
4259,9,Delaware,Stamford (Town),In Stamford,ROOSEVELT AVENUE,W BR DELAWARE RIVER,County,2012,11,7
640,6,Allegany,Rushford (Town),2.7 mi SE Jct CL & Rt 243,243 243 61021027,Indian Creek,NYSDOT,1969,11,7
1847,5,Cattaraugus,Machias (Town),Machias Jct,BEAMER ROAD,TRIB. ISCHUA CREEK,County,2008,11,7
15372,9,Tioga,Barton (Town),1.9 MI WEST OF BARTON,ELLIS CREEK ROAD,ELLIS CREEK,County,2016,11,7
560,6,Allegany,Cuba (Village),IN CUBA,COUNTY ROAD 20,TANNERY CREEK,County,1961,11,7
9514,2,Oneida,Boonville (Town),3 MI EAST OF BOONVILLE,HAWKINSVILLE ROAD,BLACK RIVER,County,1950,11,7
5265,5,Erie,Lackawanna (City),0.4 MI E SE END SOUTHPARK,RIDGE ROAD,BUFF & PITTSBURGH,City,1920,11,7
2110,3,Cayuga,Port Byron (Village),JCT SH 38 & I90,38 3831043067,90IX,NYSDOT,1990,11,7
17032,8,Westchester,Peekskill (City),6.9 MI N JCT US 9 & SH129,9   9 87033013,CENTRAL AVENUE,NYSDOT,2010,11,7
17300,8,Westchester,Yonkers (City),CITY OF YONKERS,YONKERS AVENUE,NEPPERHAN AVENUE,NYSDOT,1974,11,7
15941,8,Ulster,Rosendale (Town),AT ROSENDALE,COUNTY ROUTE 007,RONDOUT CREEK,County,1957,11,7
6156,4,Genesee,Corfu (Village),0.3 MI N JCT RTS 77+33,77  77 41021068,MURDER CREEK,NYSDOT,1992,11,7
12754,8,Rockland,Airmont (Village),4.7 MI E JCT SH17 & SH 59,59  59 85011046,ABANDONED MNRR PV LINE,NYSDOT,2004,11,7
14439,6,Steuben,Jasper (Town),1.4 MI NW OF JASPER,DRAKE HILL ROAD,TUSCARORA CREEK,Town,2010,11,7
13414,9,Schoharie,Fulton (Town),6 MI S OF WARNERSVILLE,COUNTY ROAD 4,TRIB HOUSE CREEK,County,1939,11,7
13417,9,Schoharie,Fulton (Town),.25 MI E OF WEST FULTON,PATRIA ROAD,HOUSE CREEK,County,1960,11,7
558,6,Allegany,Cuba (Village),IN CUBA,BRISTOL STREET,GRIFFIN CREEK,Town,1974,11,7
557,6,Allegany,Cuba (Village),0.2 MI W JCT RTS 17 + 305,86I EB OFFRAMP,OIL CREEK,NYSDOT,1972,11,7
10728,8,Orange,Deerpark (Town),.7 MI N JCT SH 42 & SH 97,ROUTE 42,SHINGLE KILL,NYSDOT,2016,11,7
15532,9,Tioga,Tioga (Town),3.0 MI W OF OWEGO,17C 1765061183,THORNE HOLLOW CRK,NYSDOT,1995,11,7
14436,6,Steuben,Jasper (Town),3.8 MI NW OF HEDGESVILLE,COUNTY ROAD 21,N BR TUSCARORA CR,County,1991,11,7
9925,2,Oneida,Western (Town),AT HILLSIDE,HILLSIDE ROAD,MOHAWK RIVER,Town,1905,11,7
10390,3,Onondaga,Syracuse (City),CONNECTION I81 & I690 EB,I81RAMP TO I690EB,JAMES STREET,NYSDOT,1968,11,7
8540,2,Montgomery,Fort Johnson (Village),.2 MI W JCT SH 5 & SH 67,5   5 25121311,KAYADEROSSERAS CK,NYSDOT,1962,11,7
10769,8,Orange,Hamptonburgh (Town),3 MILES SW OF BURNSIDE,RIDGE ROAD,Middletown & NJ Railroad,Town,1907,11,7
163,1,Albany,Bethlehem (Town),2.2 MI N OF SO BETHLEHEM,COUNTY ROAD 55,VLOMAN KILL,County,1976,11,7
15692,3,Tompkins,Ithaca (Town),0.9 MI NE JCT RTS 13 &13A,13A 13A36011009,COY GLEN CREEK,NYSDOT,1987,11,7
8477,2,Montgomery,Amsterdam (Town),1.4 MI N JCT SH 5 & SH 67,67  67 25021032,KAYADEROSSERAS CK,NYSDOT,1974,11,7
8145,4,Monroe,Irondequoit (Town),JCT RT 104 EB & ROCH O L,104 104 43035207,590  47 43013022,NYSDOT,1968,11,7
15990,8,Ulster,Shandaken (Town),1.8 MI N JCT RTS 214 & 28,214 214 86011018,STONY CLOVE CREEK,NYSDOT,1991,11,7
14579,6,Steuben,West Union (Town),5.7 MI SW OF REXVILLE,COUNTY ROAD 124,WILEYVILLE CREEK,County,1988,11,7
14532,6,Steuben,Troupsburg (Town),0.3 MI SE of Troupsburg,36  36 64011031,Trib Troups Creek,NYSDOT,2003,11,7
14581,6,Steuben,West Union (Town),1.2 MI.SW OF REXVILLE,COUNTY ROAD 98,BENNETTS CREEK,County,1990,11,7
11939,11,Queens,New York (City),1.2 MI NW I278+I495,495I 495IX5M13000,VAN DAM STREET,NYSDOT,1940,11,7
13839,7,St Lawrence,Massena (Town),BARNHART IS & S CH ST LAW,BARNHART ISLAND RD,S CH ST LAWRENCE R,NYS Power Authority,1956,11,7
