,Region,County,Municipality,Location,Feature Carried,Feature Crossed,Owner,Year Built or Replaced,Month of inspection,Day of inspection
11088,4,Orleans,Albion (Village),JCT S.H.98 & BARGE CANAL,98  98 45041081,ERIE CANAL,NYSDOT,1914,10,1
9959,2,Oneida,Whitestown (Town),8 MI W EXIT 31 OF I90,90IX,ORISKANY CREEK,NYS Thruway Authority,2000,10,1
9972,3,Onondaga,Baldwinsville (Village),RTE 31 AT BALDWINSVILLE,48  48 33011054,NYS BARGE CANAL,NYSDOT,1909,10,1
13491,9,Schoharie,Seward (Town),.1 MI SOUTH OF HYNDSVILLE,PATRICK ROAD,WEST CREEK,County,1900,10,1
7529,4,Livingston,Groveland (Town),0.8MI NE JCT RTS 63 + 258,63  63 42021112,Mosquito Creek,NYSDOT,1939,10,1
7530,4,Livingston,Groveland (Town),5.2MI NE JCT RTS 63 + 258,63  63 42021136,UNKNOWN CR,NYSDOT,1939,10,1
4739,5,Erie,Amherst (Town),JCT RT 277 + I-98,NYS Route 277,90IX,NYS Thruway Authority,1954,10,1
13879,7,St Lawrence,Parishville (Town),IN VILLAGE OF PARISHVILLE,72  72 75011084,W BR ST REGIS RIV,NYSDOT,1934,10,1
10649,8,Orange,Chester (Town),WEST OF CHESTER TOWN LINE,GREYCOURT RD,HERITAGE TRAIL,County,1980,10,1
15801,8,Ulster,Esopus (Town),0.5MI S OF KINGSTON,CONNELLY ROAD,PLANTASIA CREEK,County,1983,10,1
8929,10,Nassau,Oyster Bay (Town),EXIT 31 SSP EB TO BSP NB,SSP WB TO BSP NB,MASSAPEQUA CREEK,NYSDOT,1990,10,1
3035,9,Chenango,Greene (Town),2.5 MI SO WEST OF GREENE,GENEGANTSLET ROAD,INDIAN BROOK,County,2002,10,1
1389,9,Broome,Union (Town),1.9 MI E JCT SH 17 & SH 2,17  17 91071057,PATTERSON CREEK,NYSDOT,1969,10,1
11002,8,Orange,Warwick (Town),3.3 MI S OF WESTTOWN,OIL CITY ROAD,WALLKILL RIVER,County,1967,10,1
1388,9,Broome,Union (Town),2 MI E JCT SH 17 & SH 26,17  17 91071056,PATTERSON CREEK,NYSDOT,1969,10,1
9215,11,New York,,W 64 ST OVER AMTRAK,W 64TH STREET,AMTRAK RR,City,2007,10,1
8360,4,Monroe,Rochester (City),"JCT I590 NB & I490, I590",RAMP NEW,590I590I43012004,NYSDOT,1990,10,1
5046,5,Erie,Colden (Town),8.2 MI N JCT RTS 240 + 39,240 240 53011082,HAYES HOLLOW,NYSDOT,2008,10,1
2234,5,Chautauqua,Chautauqua (Town),1.5 MILES W OF SUMMERDALE,PUTNAM ROAD,CHAUTAUQUA CREEK,County,2018,10,1
9325,5,Niagara,Niagara Falls (City),0.5 MI W JCT RTS 182+I190,182 X,CSXT,City,1962,10,1
9683,2,Oneida,Paris (Town),4.8MI N INTERSEC RT8 & 20,8   8 26071056,SAUQUOIT CREEK,NYSDOT,1988,10,1
6802,7,Jefferson,Adams (Town),4.5 MI W OF ADAMS CENTER,OVERTON ROAD,STONY CREEK,County,1938,10,1
6804,7,Jefferson,Adams (Town),3.0 MI NW OF ADAMS CENTER,SOUTH HARBOR ROAD,STONY CREEK,County,1987,10,1
17451,4,Wyoming,Sheldon (Town),5 MI SE OF SHELDON,MAXON ROAD,TONAWANDA CREEK,County,1993,10,1
2259,5,Chautauqua,Clymer (Town),1.1 MI SE OF CLYMER,KNOWLTON ROAD,BROKENSTRAW CREEK,County,1994,10,1
17447,4,Wyoming,Sheldon (Town),2 MI W OF JOHNSONBURG,CENTERLINE ROAD,CAYUGA CREEK,County,1955,10,1
16173,1,Warren,Chester (Town),JCT RTE 9 & I87,87I 87I17101355,9   9 17102346,NYSDOT,2012,10,1
9216,11,New York,,W 66 ST OVER AMTRAK,W 66TH STREET,AMTRAK RR,City,2007,10,1
3041,9,Chenango,Greene (Town),5.3 MI SOUTH OF GREENE,PAGE BROOK ROAD,PAGE BROOK,County,1940,10,1
16172,1,Warren,Chester (Town),JCT RTE 9 & I87,87I 87I17101354,9   9 17102347,NYSDOT,2013,10,1
3059,9,Chenango,Lincklaen (Town),12.1 KM N JCT RTS 12 & 26,COUNTY ROAD 12,MUD CREEK,County,1998,10,1
13869,7,St Lawrence,Oswegatchie (Town),JCT RTES 37 & 812 (970E),37  37 75021283,970E970E75011001,NYSDOT,1958,10,1
15457,9,Tioga,Owego (Town),JCT SH 17 & APALACHIN CRE,17  17 65063251,APALACHIN CREEK,NYSDOT,1966,10,1
942,11,Bronx,New York (City),IN BAYCHESTER,EASTCHESTER  ROAD,NYCTA-DYRE AVE LN,Transit Authority,1906,10,1
14625,10,Suffolk,Babylon (Town),JCT SH 110 & SSP,110 110 07011025,908M908M07021002,NYSDOT,1957,10,1
9340,5,Niagara,Niagara Falls (City),1.5 MI E JCT RTS 384&190I,384 X,CAYUGA CREEK,City,1977,10,1
15458,9,Tioga,Owego (Town),JCT SH 17 & APALACHIN CRE,17  17 65063251,APALACHIN CREEK,NYSDOT,1966,10,1
14626,10,Suffolk,Babylon (Town),JCT SH 110 & SSP,110 110 07011026,SOUTHERN STATE PARKWAY,NYSDOT,1939,10,1
13868,7,St Lawrence,Oswegatchie (Town),JCT SH37 & OSWEGATCHIE RV,37  37 75021279,OSWEGATCHIE RIVER,NYSDOT,1958,10,1
895,11,Bronx,New York (City),3.6 MI NW I295+I95,CONNER ST,95IX,NYS Thruway Authority,1956,10,1
2258,5,Chautauqua,Clymer (Town),0.6 MI SE OF CLYMER,KNOWLTON RD,RESERVOIR OUTFLOW,County,1958,10,1
16970,8,Westchester,New Rochelle (City),1.0 MI N JCT RTS HRP+CCP,MILL ROAD-CO RD82,907W907W87022010,NYSDOT,1927,10,1
10084,3,Onondaga,De Witt (Town),0.7 MI N JCT RTS 481I+ 5,KINNE ROAD,481I481I33012053,NYSDOT,1971,10,1
6184,4,Genesee,Le Roy (Village),.3MI S OF INT RTES 19 & 5,19  19 41031082,OATKA CREEK,NYSDOT,1990,10,1
16941,8,Westchester,New Castle (Town),JCT. RTE. 120 & SMRP,120 120 87012137,987D 987D87012152,NYSDOT,1930,10,1
16079,8,Ulster,Ulster (Town),3.5 MILES N OF KINGSTON,COUNTY ROAD 31,SAW KILL,County,2016,10,1
572,6,Allegany,Friendship (Town),3.5 MI N OF FRIENDSHIP,COUNTY ROAD 17,WHITE CREEK,County,1958,10,1
9410,5,Niagara,Porter (Town),"New Rd, E of Ransomville",NEW ROAD,BEAVER CREEK,Town,1995,10,1
8085,4,Monroe,Hamlin (Town),3.2 MI W OF HILTON,260 X,MOORMAN CREEK,NYSDOT,1995,10,1
15351,9,Tioga,Barton (Town),.2 MI SE JCT SH 17 & SH 3,17  17 65063005,NORFOLK  SOUTHERN R.R.  MP  272.33,NYSDOT,1973,10,1
15525,9,Tioga,Spencer (Village),0.2 MI E OF SPENCER,34  34 65031017,RAILROAD AVENUE,NYSDOT,1941,10,1
10975,8,Orange,Wallkill (Town),1 Mi SE JCT 17K &302,Gordon Road,Dwaar Kill,Town,2014,10,1
580,6,Allegany,Friendship (Town),IN NILE,TIMES SQUARE ROAD,S BR VANCAMPEN CK,Town,1988,10,1
8713,10,Nassau,Hempstead (Town),1.9 MI W JCT SSP + WSP,908M908M03011099,JERUSALEM AVENUE,NYSDOT,1956,10,1
16946,8,Westchester,New Castle (Town),4.4 MI N JCT RTS SMRP+TSP,987DX,HUNTS LANE,NYSDOT,1931,10,1
15131,9,Sullivan,Liberty (Town),.6 MILE EAST OF LIBERTY,COLD SPRING ROAD,MIDDL MONGAUP RVR,County,2005,10,1
15925,8,Ulster,Rochester (Town),1.9 MI SE OF ACCORD,ROCK HILL ROAD,PETERS KILL,Town,1955,10,1
5521,5,Erie,West Seneca (Town),1 MI W JCT SH400 & SH78,LEYDECKER ROAD,CAZENOVIA CREEK,County,1934,10,1
6775,2,Herkimer,Webb (Town),4 MILES SW OF BRANDRETH,BULLOCK ROAD,BEAVER RIVER,Town,1991,10,1
15636,3,Tompkins,Groton (Town),2.4 MI S JCT SH38 & SH222,38  38 36031109,OWASCO INLET,NYSDOT,1967,10,1
10177,3,Onondaga,Lysander (Town),JCT RTE 370 + SENECA R,370 370 33031121,SENECA RIVER,NYSDOT,1958,10,1
17244,8,Westchester,Yonkers (City),100' SW JCT 907G & 984E,BRP EXIT 10A RAMP,Bronx River,County,2009,10,1
14594,6,Steuben,Wheeler (Town),3/4MI.NE INTER.RTES 17+53,HEMLOCK ROAD,FIVE MILE CREEK,Town,1986,10,1
14187,6,Steuben,Canisteo (Town),0.9 MI NW OF S CANISTEO,RED SPRING RUN RD,COLONEL BILLS CRK,Town,1973,10,1
14590,6,Steuben,Wheeler (Town),5 MILES NE OF WALLACE,COUNTY ROAD 7,TEN MILE CREEK,County,1990,10,1
2299,5,Chautauqua,Ellery (Town),.8 MI EAST OF BEMUS POINT,BEMUS-ELLERY ROAD,BEMUS CREEK,County,2007,10,1
15322,9,Sullivan,Thompson (Town),.5 MILE SE OF HARRIS,HARRIS ROAD,E BR MONGAUP RVR,County,1997,10,1
5118,5,Erie,Eden (Town),2.9 MI NW OF NEW OREGON,CLARKSBURG ROAD,S BR 18 MILE CRK,County,1911,10,1
2098,3,Cayuga,Moravia (Village),0.9 MI NW JCT RTS 38 +38A,38  38 31041083,OWASCO INLET,NYSDOT,2001,10,1
7,1,Albany,Albany (City),JCT RTS 20 & 85,20  20 11202010,85  85 11012010,NYSDOT,1960,10,1
7491,7,Lewis,West Turin (Town),2.3 MI W CONSTABLEVILLE,SCHWENK ROAD,SUGAR RIVER,Town,1909,10,1
3703,3,Cortland,Cortlandville (Town),1.4 MILES SE OF MCGRAW,COUNTY ROAD 116,SMITH BROOK,County,2005,10,1
7463,7,Lewis,New Bremen (Town),0.7 MI SW OF NEW BREMEN,VAN AMBER ROAD,CRYSTAL CREEK,County,1964,10,1
15886,8,Ulster,Olive (Town),2.8 MI S JCT SH 28 & SH 2,28A 28A86011028,DRY BROOK,"NYC Dept of Water Supply, Gas and Electric",2009,10,1
2502,5,Chautauqua,North Harmony (Town),0.5 MI W OF STEDMAN,COUNTY ROUTE 18,PRENDERGAST CRK,County,1929,10,1
7444,7,Lewis,Martinsburg (Town),2.6 MILES S OF MARTINSBUR,COUNTY ROAD 29,WHETSTONE CREEK,County,1927,10,1
2392,5,Chautauqua,Gerry (Town),2.3 MILES NW OF GERRY,COUNTY ROAD 70,BR CASSADAGA CRK,County,1987,10,1
14068,6,Steuben,Bath (Town),IN SAVONA,415 415 64011254,MUD CREEK,NYSDOT,1999,10,1
12545,1,Rensselaer,Schodack (Town),4MI.S. CASTLETOWN,SCHODACK LAND CR2,MUITZES KILL,County,1930,10,1
392,6,Allegany,Amity (Town),JCT RTS 17 + 19,19  19 61011223,86I 17 61032148,NYSDOT,1971,10,1
15149,9,Sullivan,Liberty (Town),IN PARKSVILLE,MAIN STREET,LITTL BEAVER KILL,County,1976,10,1
5921,7,Franklin,Malone (Village),IN MEM REC PARK - MALONE,PARK MAINT ROAD,LAKE TITUS STREAM,Village,1972,10,1
15148,9,Sullivan,Liberty (Town),.2 MILE N OF PARKSVILLE,LILY POND ROAD,LITTL BEAVER KILL,County,1939,10,1
6516,2,Hamilton,Long Lake (Town),3.9 MI NW JCT RT 28N & 30,30  30 22061763,BIG BROOK,NYSDOT,1938,10,1
2195,5,Chautauqua,Carroll (Town),0.1 MI. SW OF FREWSBURG,SOUTH PEARL ST,FREW RUN,County,2005,10,1
3297,7,Clinton,Clinton (Town),4.3MI SW CHURUBUSCO,RYAN ROAD,MARBLE RIVER,Town,2003,10,1
12272,11,Queens,New York (City),IN FLUSHING,UNION STREET,LONG ISLAND-PW BR,City,1912,10,1
15772,8,Ulster,Denning (Town),1.8 MILES NE OF CLARYVILL,DENNING ROAD,E BR NEVERSINK RIVER,County,1965,10,1
11556,9,Otsego,Milford (Town),1 MI E JCT I88 & SUSQ RVR,88I 88I94063038,28  28 94033400,NYSDOT,1979,10,1
11557,9,Otsego,Milford (Town),1 MI E JCT I88 & SUSQ RVR,88I 88I94063038,28  28 94033400,NYSDOT,1979,10,1
11396,3,Oswego,Sandy Creek (Town),4.5 MI NW OF SANDY CREEK,HENDERSON ROAD,LINDSEY CREEK,County,1988,10,1
15730,3,Tompkins,Newfield (Town),1.0 MI N WEST DANBY,BROWN ROAD,CAYUGA INLET,County,1972,10,1
12015,11,Queens,New York (City),JCT I495 & I678,678I678IX5MR12E1,H.HARDING EXP W,NYSDOT,1963,10,1
4324,8,Dutchess,Beacon (City),.9 MI S OF BEACON RR STA,DENNING'S PT ROAD,MNRR  HU LINE,State - Other,1915,10,1
15944,8,Ulster,Rosendale (Town),1.0 MI NE OF HIGH FALLS,MOSSY BROOK RD,COXING KILL,County,1966,10,1
4424,8,Dutchess,Fishkill (Town),0.5 MI.W.OF FISHKILL,COUNTY ROAD 34,FORGE BROOK,County,1973,10,1
15263,9,Sullivan,Rockland (Town),IN LIVINGSTON MANOR,COUNTY ROAD 178,WILLOWEMOC CREEK,County,1960,10,1
6947,7,Jefferson,Le Ray (Town),1.5 MI N OF EVANS MILLS,ANSTEAD ROAD,TROUT BROOK,County,2015,10,1
14140,6,Steuben,Campbell (Town),1.5 MI N OF CAMPBELL,415 415 64011220,WOLF RUN CREEK,NYSDOT,2009,10,1
16346,1,Washington,Fort Edward (Town),PAYNES BR OVER CHAMP CANL,NORTH RIVER ROAD,CHAMPLAIN CANAL,NYSDOT,1907,10,1
11391,3,Oswego,Richland (Town),3.7 MI. SW. OF PULASKI,SALISBURY ROAD,GRINDSTONE CREEK,County,1985,10,1
6783,2,Herkimer,Winfield (Town),1 MI W JCT US 20 & SH 51,20  20 23141023,UNADILLA RIVER,NYSDOT,2005,10,1
2673,5,Chautauqua,Villenova (Town),1.4 MI E JCT RTS 83 + 322,322 322 52011013,CONEWANGO CREEK,NYSDOT,1959,10,1
16345,1,Washington,Fort Edward (Town),IN FORT MILLER,LOCK SIX ROAD,CHAMPLAIN CANAL,NYSDOT,1907,10,1
6649,2,Herkimer,Litchfield (Town),4.2 MI S JCT RTS51&5S,51  51 23031114,STEELE CREEK,NYSDOT,1980,10,1
14743,10,Suffolk,Brookhaven (Town),8.8 MI E JCT SH112 & I495,WADING RIVER ROAD,495I495I07041336,NYSDOT,1970,10,1
11080,4,Orleans,Albion (Town),1.4 MI E JCT BRG C & SH98,BUTTS ROAD,ERIE CANAL,NYSDOT,1912,10,1
3845,3,Cortland,Virgil (Town),2.5 MILES SW OF VIRGIL,W MEETNG HOUSE RD,VIRGIL CREEK,County,1965,10,1
6950,7,Jefferson,Le Ray (Town),1.36 Mi West of Rte 11,Goulds Corners Rd,781I,NYSDOT,2010,10,1
8378,4,Monroe,Rush (Town),0.6MI S JCT RTS 15 & 251,15  15 43031041,LEHIGH VALLEY TRA,County,2007,10,1
752,11,Bronx,New York (City),.9 MI S JCT I87 & I95,87I 87IX1M11024,Metro North RR Property,NYSDOT,1955,10,1
6491,2,Hamilton,Indian Lake (Town),4.2 MI N JCT SH28N & SH28,30  30 22061659,SALMON RIVER,NYSDOT,1930,10,1
15746,3,Tompkins,Ulysses (Town),2.8 MI NW JCT RTS 89 & 96,89  89 36012028,GLENWOOD CREEK,NYSDOT,2001,10,1
4628,8,Dutchess,Wappingers Falls (Village),VILLAGE WAPPINGER FALLS,MCKINLEY STREET,WAPPINGER CREEK,Village,1999,10,1
15751,3,Tompkins,Ulysses (Town),.6 MI NE OF PERRY CITY,BROOK ROAD,TAUGHANNOCK CREEK,County,1997,10,1
16343,1,Washington,Fort Edward (Town),RIDGE RD OVER CHAMP C,FORT MILLER ROAD,CHAMPLAIN CANAL,NYSDOT,1907,10,1
943,11,Bronx,New York (City),SW OF YANKEE STADIUM,EXTERIOR STREET,METRO NO COMMUTER,NYSDOT,2009,10,2
6722,2,Herkimer,Russia (Town),.3 MILE NORTH OF GRANT,STORMY HILL ROAD,BLACK CREEK,County,1961,10,2
571,6,Allegany,Friendship (Town),IN NILE,COUNTY ROAD 1,S BR VANCAMPEN CK,County,2004,10,2
892,11,Bronx,New York (City),1.2 MI E I87+I95,CLAY AVENUE,95I 95IX1M22012,NYSDOT,1960,10,2
15412,9,Tioga,Newark Valley (Town),6.9 MI N OF OWEGO,38  38 65011069,WADE HOLLOW CREEK,NYSDOT,1940,10,2
7492,7,Lewis,West Turin (Town),0.6 MI. S. OF HIGHMARKET,SULLIVAN ROAD,SUCKER CREEK,County,1992,10,2
570,6,Allegany,Friendship (Town),.3 MI WEST OF NILE,COUNTY ROAD 1,S BR VANCAMPEN CK,County,2000,10,2
17432,4,Wyoming,Pike (Town),1.2 MI NW PIKE,ALBRO ROAD,WISCOY CREEK,County,1962,10,2
15160,9,Sullivan,Liberty (Village),Cooley Rd Ext/Lit. Coddin,Cooley Rd Ext,Little Coddington Creek,NYSDOT,2011,10,2
7084,7,Jefferson,Wilna (Town),IN NATURAL BRIDGE,LIME  STREET,INDIAN RIVER,County,1913,10,2
5143,5,Erie,Elma (Town),1.3 MI N JCT SH400 &US20A,COUNTY ROAD 336,400 400 53011063,NYSDOT,1971,10,2
967,11,Bronx,New York (City),AT WILLIAMSBRIDGE,GUN HILL ROAD,NYCTA DYRE AVE LN,Transit Authority,2000,10,2
15553,9,Tioga,Waverly (Village),0.1 MI SE JCT RTS 17 + 34,17  17 65063004,CAYUTA CREEK,NYSDOT,1973,10,2
6981,7,Jefferson,Orleans (Town),6 MI SE OF LA FARGEVILLE,PERCH LAKE ROAD,HYDE CREEK,County,1961,10,2
1771,5,Cattaraugus,Hinsdale (Town),1.6 MI SW OF HINSDALE,PENNSYLVANIA ROAD,FAY HOLLOW BROOK,County,2012,10,2
989,11,Bronx,New York (City),1.1 MI E I87+I95,MONROE AVENUE,95I 95IX1M21011,NYSDOT,1960,10,2
15344,9,Sullivan,,2.2 MI W JCT SH 97 & SH 5,97 97 96021143,BEAVER BROOK,NYSDOT,2016,10,2
16961,8,Westchester,New Rochelle (City),0.8 MI N JCT RTS I95&1,CENTRE AVE,95IX,NYS Thruway Authority,1954,10,2
6300,1,Greene,Catskill (Town),Catskill,PENNSYLVANIA AVE,KAATERSKILL OVERFLOW,Town,2007,10,2
1926,5,Cattaraugus,Portville (Town),4 MILES NW OF PORTVILLE,COUNTY ROAD 27,HASKELL CREEK,County,2016,10,2
3043,9,Chenango,Greene (Town),3.0 MI NE OF GREENE,RACE ROAD TR 14,SPRING BROOK,County,2008,10,2
2846,6,Chemung,Erin (Town),.4 MI S JCT SH223 &CRSS R,WHEATON ROAD,TRIB NEWTOWN CRK,County,1930,10,2
3032,9,Chenango,Greene (Town),2.2 MI NE OF GREENE,COUNTY ROAD 3A,SPRING BROOK,County,2010,10,2
11201,4,Orleans,Shelby (Town),3.0 MI S JCT RTS 63 + 31A,63  63 45051025,OAK ORCHARD CREEK,NYSDOT,1992,10,2
12876,8,Rockland,Orangetown (Town),0.8 MI S JCT PIP+RTE 340,987C 987C85011002,CR 33-CLOSTER RD,Palisades Interstate Park Commission,1954,10,2
3042,9,Chenango,Greene (Town),.1 MI NE JCT CR 9 & SH 79,PAGE BROOK ROAD,TRIB PAGE BROOK,County,1992,10,2
4306,8,Dutchess,Amenia (Town),2.6 MI N DOVER PLAINS,22  22 82051184,CLEAR CREEK,NYSDOT,1940,10,2
11171,4,Orleans,Murray (Town),1.3 MI E JCT BG CL &SH387,HULBERTON ROAD,ERIE CANAL,NYSDOT,1913,10,2
11163,4,Orleans,Murray (Town),JCT SH 237 & BARGE CANAL,237 237 45021082,ERIE CANAL,NYSDOT,1984,10,2
4663,5,Erie,Alden (Town),IN ALDEN,TWO ROD ROAD,CAYUGA CREEK,County,1998,10,2
9368,5,Niagara,Niagara Falls (City),NIAGARA FALLS SE,PACKARD ROAD,CSX TRANSPRTATION,City,1962,10,2
11124,4,Orleans,Clarendon (Town),1.0 MI SOUTH OF HOLLEY,SOUTH HOLLEY ROAD,E BR SANDY CREEK,County,1987,10,2
2051,3,Cayuga,Conquest (Town),1.5 MI SSW OF CONQUEST,Spring Lake Rd,Mud Pond Outlet,County,2004,10,2
11918,11,Queens,New York (City),.8 MI W I278+GCP,31ST STREET,278I278IX5M34047,City,1937,10,2
9671,2,Oneida,New York Mills (Village),VILLAGE OF NEW YORK MILLS,5A  5A25011018,SAUQUOIT CREEK,NYSDOT,1998,10,2
3121,9,Chenango,Oxford (Town),1.8 MI NE JCT RT 12 + 220,12  12 92021225,FLY MEADOW CREEK,NYSDOT,1947,10,2
3125,9,Chenango,Oxford (Town),4.7 MI SO OF OXFORD,COUNTY ROAD 32,FARREL CREEK,County,1939,10,2
9795,2,Oneida,Utica (City),JCT.RTES 5 & 5S,5 790I26011002,NY SUSQUEHANNA & W,NYSDOT,1990,10,2
9796,2,Oneida,Utica (City),JCT.RTES 5 & 5S,5 790I26011002,NY SUSQUEHANNA & W,NYSDOT,1990,10,2
3970,9,Delaware,Delhi (Town),0.5 MI N OF DELHI,DELHI-TREADWELL RD,SPRING VALLEY CREEK,County,2004,10,2
11273,3,Oswego,Hastings (Town),2.8 MI SW OF CENTRAL SQ,COUNTY ROAD 37,CAUGHDENOY CREEK,County,2008,10,2
9845,2,Oneida,Utica (City),JCT SH 5 & SH 5S,TO I790 NORTHBOUND,CSX TRANS/AMTRAK,NYSDOT,1990,10,2
12080,11,Queens,New York (City),JCT GCP+ROUTE 678,908B 908BX5MR3046,678I 678IX5M12040,NYSDOT,1963,10,2
3180,9,Chenango,Sherburne (Town),1.4 MI EAST OF SHERBURNE,EAST HILL ROAD,MAD BROOK,County,1937,10,2
2826,6,Chemung,Elmira (City),IN CITY OF ELMIRA,WASHINGTON AVE,NORFOLK SOUTHERN,City,1988,10,2
9830,2,Oneida,Utica (City),JCT SH 5 & SH 5S,FROM I790 S.B.,NY SUSQUEHANNA & W,NYSDOT,1990,10,2
4130,9,Delaware,Kortright (Town),0.3 MI N OF BLOOMVILLE,COUNTY ROAD 33,WRIGHTS BROOK,County,2004,10,2
3030,9,Chenango,Greene (Town),3.0 MI EAST OF GREENE,COUNTY ROAD 32,WHEELER BROOK,County,1937,10,2
4252,9,Delaware,Stamford (Town),4.5 MI SW OF HOBART,COUNTY ROAD 18,ROSES BROOK,County,1950,10,2
12436,1,Rensselaer,Poestenkill (Town),2.1 MI E OF POESTENKILL,COLUMBIA HILL RD,IVES CORS.CREEK,County,1988,10,2
9010,11,New York,New York (City),.2 MI SW JCT FDR DR.&SH25,907L907LX4M12059,907L907LX4M11058,City,1941,10,2
11284,3,Oswego,Mexico (Town),.3 MI W JCT SH 69 & US 11,69  69 34011045,LITT SALMON RIVER,NYSDOT,1934,10,2
11234,3,Oswego,Granby (Town),2.3 MI N JCT SH 48 & SH 3,48  48 34023012,TANNERY CREEK,NYSDOT,1932,10,2
4693,5,Erie,Amherst (Town),1.5 MI SW JCT I90 & SH277,90IX EB Ramp to 290IX WB,90 IX,NYS Thruway Authority,1953,10,2
13106,1,Saratoga,Mechanicville (City),CITY OF MECHANICVILLE,4   4 15022011,ANTHONY KILL,City,2014,10,2
2954,6,Chemung,Veteran (Town),1.9 MI NE SULLIVANVILLE,LESKY ROAD,BULKLEY CREEK,County,1944,10,2
12914,8,Rockland,Orangetown (Town),0.5 MI N JCT PIP+RTE 340,WASHINGTON STREET,987CX,Palisades Interstate Park Commission,1954,10,2
11317,3,Oswego,Orwell (Town),2.8 MI NE OF ALTMAR,PEKIN ROAD,SALMON RIVER,County,1932,10,2
11316,3,Oswego,Orwell (Town),2.9 MI NE OF ALTMAR,COUNTY ROAD 22,NIMO TAILRACE,County,1932,10,2
11771,8,Putnam,Philipstown (Town),AT GARRISON-UPPERGARRISON,UPPER GARRISON STREET,MNRR HUDSON LINE,Railroad,1990,10,2
7340,7,Lewis,Croghan (Town),AT BELFORT,BELFORT ROAD,NI MO POWER CANAL,County,2001,10,2
3612,8,Columbia,Kinderhook (Village),AT KINDERHOOK,COUNTY ROAD 21,KINDERHOOK CREEK,County,1930,10,2
16409,1,Washington,Kingsbury (Town),SOUTH OF FORT ANN,BALDWIN CORNERS RD,CHAMPLAIN CANAL,NYSDOT,1911,10,2
2146,3,Cayuga,Venice (Town),3 MILES NW OF GENOA,COUNTY ROAD 45A,LITT SALMON CREEK,County,1982,10,2
12242,11,Queens,New York (City),OVER RIKERS ISLAND CHNNL,RIKERS ISLAND BR,RIKERS IS.CHANNEL,City,1966,10,2
16411,1,Washington,Kingsbury (Town),JCT N SWAMP RD & CHAMP C,NEW SWAMP ROAD,CHAMPLAIN CANAL,NYSDOT,1911,10,2
14257,6,Steuben,Erwin (Town),0.8 MI NW JCT RTS 15 + 17,86I 15 64011130,HODGMAN CREEK,NYSDOT,1959,10,2
14249,6,Steuben,Dansville (Town),2.2 MI W OF PERKINSVILLE,COUNTY ROAD 46,390I 245 64031005,NYSDOT,1966,10,2
5039,5,Erie,Clarence (Town),1.5 MI E OF WOLCOTTSBURG,SALT ROAD,BEEMAN CREEK,County,2017,10,2
7234,11,Kings,New York (City),IN CONEY ISLAND,CROPSEY AVENUE SB,CONEY ISLAND CREE,City,1930,10,2
2212,5,Chautauqua,Charlotte (Town),0.5 MI W CHARLOTTE CENTER,HOOKER ROAD,TRIB MILL CREEK,County,1979,10,2
16355,1,Washington,Fort Edward (Village),JCT E STREET & CHAMP C,EAST STREET,CHAMPLAIN CANAL,NYSDOT,1911,10,2
15498,9,Tioga,Owego (Village),JCT S.H.96 & S.T.E.,96  38 65061216,17  17 65063176,NYSDOT,2003,10,2
2038,3,Cayuga,Brutus (Town),I90 EXIT 40 RAMP BRIDGE,EXIT 40 RAMP,90IX,NYS Thruway Authority,2003,10,2
13989,6,Steuben,Addison (Town),1.6 MI E OF_ADDSION,417 417 64041338,GOODHUE CREEK,NYSDOT,1997,10,2
634,6,Allegany,New Hudson (Town),.6 MI S OF BLACK CREEK,HYDE FLATS ROAD,BLACK CREEK,Town,2005,10,2
7347,7,Lewis,Croghan (Town),9.0 MI NE OF BELFORT,LONG POND ROAD,LONG POND OUTLET,Town,1983,10,2
8890,10,Nassau,Oyster Bay (Town),1.3 MI E ROUTES 495I& 106,495I495I03021119,ROBBINS LANE,NYSDOT,1990,10,2
650,6,Allegany,Rushford (Town),IN RUSHFORD,COUNTY ROAD 7B,INDIAN CREEK,County,2005,10,2
15600,3,Tompkins,Dryden (Town),AT VARNA,FREESE ROAD,FALL CREEK,County,1920,10,2
8891,10,Nassau,Oyster Bay (Town),1.3 M E RTS 106 & 495I EB,495I495I03021119,ROBBINS LANE,NYSDOT,1961,10,2
8265,4,Monroe,Pittsford (Village),RTE.31(MONROE AV) + CANAL,31  31 43033039,ERIE CANAL,NYSDOT,1941,10,2
15009,9,Sullivan,Callicoon (Town),1.5 MI W OF NORTH BRANCH,PLEASANT VLLEY RD,TYLER BROOK,Town,1999,10,2
16918,8,Westchester,Mount Vernon (City),1.3 MI E DUNWOODIE,BROAD STREET,907G SB-907K Ramp,County,1923,10,2
15007,9,Sullivan,Callicoon (Town),1.5 MI SW OF NORTH BRANCH,NORTH BRANCH ROAD,TYLER BROOK,County,1992,10,2
12452,1,Rensselaer,Rensselaer (City),CITY OF RENSSELAER,BROADWAY,CSX TRANS/ AMTRAK,City,1975,10,2
15585,3,Tompkins,Danby (Town),5.6 MI NW TIOGA CL-SH 96B,96B 96B36021057,TRB BUTTERMILK CK,NYSDOT,1929,10,2
632,6,Allegany,New Hudson (Town),4.0 MI N OF N CUBA,CRABB HOLLOW ROAD,BLACK CREEK,Town,1995,10,2
2391,5,Chautauqua,Gerry (Town),3.2 MI E OF SINCLAIRVILLE,COUNTY ROAD 64,TRIB CLEAR CREEK,County,1995,10,2
