,Region,County,Municipality,Location,Feature Carried,Feature Crossed,Owner,Year Built or Replaced,Month of inspection,Day of inspection
833,11,Bronx,New York (City),2.5MI N I95+BX RIVER PKWY,907H907HX1M11035,AT BURKE AVENUE,NYSDOT,1949,1,2
753,11,Bronx,New York (City),3.4 MI N I87+I95,87I 87IX1M11068,VAN CORTLAND AVE,NYSDOT,1954,1,2
853,11,Bronx,New York (City),3.9 MI N I87+I95,908F908FX1MR03B1,GOLFERS PATH,NYSDOT,1952,1,2
836,11,Bronx,New York (City),4.5 MI N I95 + BX RVR PKW,907H907HX1M11054,BRONX RIVER,NYSDOT,1951,1,2
842,11,Bronx,New York (City),4.1 MI N I95+BX RIVER PKY,907H907HX1MR09A1,BRONX RIVER,NYSDOT,1950,1,3
1020,11,Bronx,New York (City),3.2 MI N JCT I87 & I95,VAN CORTLAND PK S,EX-NYCRR PUTNAM B,NYSDOT,1952,1,3
852,11,Bronx,New York (City),.7 MI N I87+MOSHOLU PKWY,908F908FX1M12029,GOLFERS UNDERPASS,NYSDOT,1939,1,3
1521,9,Broome,,JCT I81 & SH 7,81I 81I 9101 2021,7 7 91012028,NYSDOT,2017,1,3
8817,10,Nassau,Lake Success (Village),NSP - .5 MI NE QNS CO LN,LAKEVILLE ROAD,908G908G03011005,NYSDOT,1968,1,3
7156,11,Kings,New York (City),.2 MI SE I278 + BKLYN BRG,278I278IX2MR1081,PROSPECT STREET,City,1956,1,3
12658,11,Richmond,New York (City),2.6 MI E JCT SH440 &WS EX,909C909CX6M11024,ALBEE AVENUE,NYSDOT,1968,1,3
12662,11,Richmond,New York (City),2.6 MI E JCT SH440 &WS EX,909C909CX6M12024,ALBEE AVENUE,NYSDOT,1968,1,3
1281,9,Broome,Kirkwood (Town),0.9 MI NW EXIT 2 RTE I-81,81I 81I91011087,CR52 COLESVILLE R,NYSDOT,1987,1,3
933,11,Bronx,New York (City),AT WOODLAWN,EAST 233RD STREET,907H907HX1MR09D1,City,1931,1,3
762,11,Bronx,New York (City),MACOMBS DAM PARK,87I 87IX1MR05C1,RELIEF,NYSDOT,1951,1,3
759,11,Bronx,New York (City),.1 MI S JCT I87 & I95,87I 87IX1MR0583,RELIEF,NYSDOT,1976,1,3
8696,10,Nassau,Hempstead (Town),3 MI W JCT RTS SSP&WSP,908E908E03011069,908M908M03011088,NYSDOT,1955,1,3
8697,10,Nassau,Hempstead (Town),3 MI W JCT RTS SSP+WSP,908E908E03011069,908M908M03011088,NYSDOT,1955,1,3
17064,8,Westchester,Port Chester (Village),IN PORT CHESTER,WILLIAM STREET,MNRR NH LINE,Railroad,1887,1,3
12227,11,Queens,New York (City),IN FOREST PARK,MYRTLE AVENUE,LIRR ABANDONED LN,City,1936,1,8
755,11,Bronx,New York (City),4.9 MI N I87+I95,87I 87IX1M11083,NURSERY RD- ABAND,NYSDOT,1956,1,8
850,11,Bronx,New York (City),JCT MOSHOLU PKY+BRONX RIV,908F908FX1M12002,BRONX RIVER,City,1905,1,8
1008,11,Bronx,New York (City),IN BRONX PARK,SNUFF MILL RD.,BRONX RIVER,City,1920,1,8
8725,10,Nassau,Hempstead (Town),AT FREEPORT-S OF SSP,BABYLON TURNPIKE,908E908E03011051,NYSDOT,1963,1,8
8724,10,Nassau,Hempstead (Town),AT FREEPORT-S OF SSP,BABYLON TURNPIKE,908E908E03011051,NYSDOT,1935,1,8
2437,5,Chautauqua,Harmony (Town),2.4 MI NE OF NIOBE,MADDEN ROAD,BR LIT BROKENSTRW,County,2018,1,8
848,11,Bronx,New York (City),.7 MI N I87+MOSHOLU PKWY,908F908FX1M11029,EQUESTRIAN PATH,City,1951,1,9
963,11,Bronx,New York (City),IN NORTH BRONX,GUN HILL ROAD,BRONX RIVER,City,1918,1,9
749,11,Bronx,New York (City),2.4 MILES S JCT I87 & I95,87I 87IX1M11009,RIDER AVE PED TNL,NYSDOT,1960,1,9
16150,8,Ulster,,So of Rt 299 at Riverside,County Road 15,Hudson Valley Rail Trail,County,2018,1,9
937,11,Bronx,New York (City),.31 MI SW JCT I295 & I95,EAST TREMONT AVE,95I95IX1M22056,NYSDOT,1967,1,10
1019,11,Bronx,New York (City),3.2 MI N I87+I95,VAN CORT. PARK S,87I 87IX1M11067,NYSDOT,1954,1,10
835,11,Bronx,New York (City),4.2 MI N I95+BX RIVER PKY,907H907HX1M11051,BRONX RIVER,NYSDOT,1951,1,10
834,11,Bronx,New York (City),2.9 MI N I95+BX RIVER PKY,907H907HX1M11038,BRONX RIVER,NYSDOT,1951,1,10
9027,11,New York,New York (City),.3 MI NE JCT SH9A&79TH ST,907V907VX4M11076,RIVERSIDE PARK,City,1938,1,10
11813,8,Putnam,Southeast (Town),1 MILE NORTH OF BREWSTER,PROSPECT HILL RD,MNRR HA LINE,Railroad,2018,1,10
9029,11,New York,New York (City),JCT.96TH ST & H.HUDSON PK,907V907VX4M11083,AMTRAK W SIDE CON,City,1936,1,10
4437,8,Dutchess,Hyde Park (Town),2.5 MI SE OF HYDE PARK,NPS ROUTE 401,FALL KILL,National Park Service,1950,1,11
12059,11,Queens,New York (City),JCT GCP+CROSS ISLAND PKWY,907M907MX5C14D06,907A907AX5MR20B2,NYSDOT,1972,1,11
12053,11,Queens,New York (City),JCT GCP+CROSS ISLAND PKWY,907M 907MX5C14D04,907A 907AX5M22125,NYSDOT,1972,1,11
8995,11,New York,New York (City),IN SE END OF CENTRAL PK,66TH STREET,PED WALK N OF ZOO,City,1950,1,11
815,11,Bronx,New York (City),1 MI NE JCT I278 & I87,278I278IX1MR02B1,RELIEF,NYSDOT,1962,1,11
869,11,Bronx,New York (City),JCT.I95 + I678 + I278,BE SB SERVICE RD,908A 908AX1M11001,City,1930,1,11
12050,11,Queens,New York (City),JCT GCP+CROSS ISLAND PKWY,907M 907MX5C13D03,907A 907AX5M21128,NYSDOT,1972,1,11
12051,11,Queens,New York (City),JCT GCP+CROSS ISLAND PKWY,907M 907MX5C13D03,907A 907AX5M22128,NYSDOT,1972,1,11
7148,11,Kings,New York (City),0.2 MI E JCT I278 & BK BR,278I278IX2M24085,ADAMS STREET,City,1956,1,11
12075,11,Queens,New York (City),.6 MI SW GCP+CRS ISL PKWY,907M907MX5MR17L1,MOTOR PARKWAY,NYSDOT,1971,1,11
9049,11,New York,New York (City),6.4 MI NE JCT SH9A&79THST,907V907VX4MR06D1,RELIEF,NYSDOT,1939,1,11
11851,11,Queens,New York (City),.5 MI W JCT I678 & BELT P,130TH STREET,907D 907DX5M24029,City,1941,1,11
8755,10,Nassau,Hempstead (Town),"SW OF E MEADOW, N OF SSP",JERUSALEM AVENUE,908E908E03011072,NYSDOT,1955,1,11
12611,11,Richmond,New York (City),JCT I278+440,278I278IX6M14029,440 440 X6M11105,NYSDOT,1962,1,12
13512,9,Schoharie,,145 145 95031239,145 145 95031239,MILL CREEK,NYSDOT,2017,1,12
12601,11,Richmond,New York (City),JCT I278+440,278I278IX6M13029,440 440 X6M111O5,NYSDOT,1962,1,12
7129,11,Kings,New York (City),.3 MI E I278+BKLYN BR,278I278IX2M23085,JAY STREET,City,1956,1,12
992,11,Bronx,New York (City),2.6 MI N JCT I87 & I95,N ALBANY CRESCENT,87I 87IX1M11061,NYSDOT,1955,1,12
7128,11,Kings,New York (City),.2 MI E I278 + BKLYN BDGE,278I278IX2M23085,ADAMS STREET,City,1956,1,12
7130,11,Kings,New York (City),.2 MI E I278 + BKLYN BDGE,278I278IX2M23085,PEARL STREET,City,1956,1,12
8770,10,Nassau,Hempstead (Town),3.1 MI W JCT RTS SSP+WSP,MSP-SSP CONNECTOR,908M908M03011086,NYSDOT,1935,1,14
8793,10,Nassau,Hempstead (Town),3.1 MI W JCT RTS SSP+WSP,SSP-MSP CONNECTOR,908M908M03011086,NYSDOT,1956,1,14
7158,11,Kings,New York (City),3.9 MI SW JCT I278 & I495,278I278IX2MR12B1,NAVY STREET,NYSDOT,1960,1,15
9208,11,New York,New York (City),IN CENTRAL PARK,WEST DRIVE,FEEDER TO LAKE,City,1860,1,15
9207,11,New York,New York (City),SW END OF CENTRAL PARK,WEST DRIVE,BRIDLE OPP 64 ST,City,1862,1,15
9159,11,New York,New York (City),IN SW END OF CENTRAL PK,W 65TH ST EASTBD,BRIDLE PATH W END,City,1950,1,15
12657,11,Richmond,New York (City),1 MI E JCT SH440 & WS EXP,909C909CX6M11008,MAGUIRE AVENUE,NYSDOT,1971,1,15
12661,11,Richmond,New York (City),1 MI E JCT SH440 & WS EXP,909C909CX6M12008,MAGUIRE AVENUE,NYSDOT,1971,1,15
9065,11,New York,New York (City),IN S END OF CENTRAL PARK,CENTRAL DRIVE,PED OPP 63RD ST,City,1860,1,15
8805,10,Nassau,Hempstead (Town),AT FREEPORT-S OF SSP,WASHINGTON AVENUE,908E908E03011061,NYSDOT,1935,1,15
8804,10,Nassau,Hempstead (Town),AT FREEPORT-S OF SSP,WASHINGTON AVENUE,908E908E03011061,NYSDOT,1963,1,15
8652,10,Nassau,East Hills (Village),NSP - 5.1 MI NE QUEENS C,908G908G03011050,495I EB TO NSP EB,NYSDOT,1968,1,16
797,11,Bronx,New York (City),1.8 MI NE H.HUDSON BR+9A,252 STREET,907V907VX1M22017,City,1938,1,16
12739,11,Richmond,New York (City),JCT 440+WALKER ST,WALKER STREET,440 440 X6M12119,NYSDOT,1964,1,16
8651,10,Nassau,East Hills (Village),NSP - 4.8 MI NE QNS CO LN,908G908G03011047,LOCUST LANE,NYSDOT,1934,1,16
12074,11,Queens,New York (City),.6 MI SW GCP+CRS ISL PKWY,907M907MX5MR17K1,MOTOR PARKWAY,NYSDOT,1971,1,16
14774,10,Suffolk,Huntington (Town),1.9 MI NE JCT RTE 110+NSP,CARMAN ROAD,908G908G07021040,NYSDOT,1949,1,16
12076,11,Queens,New York (City),.6 MI SW JCT GCP &CI PKWY,907M907MX5MR3144,MOTOR PARKWAY,NYSDOT,1972,1,16
9210,11,New York,New York (City),CENTER OF CENTRAL PARK,WEST DRIVE,PED WALK OPP 82ST,City,1862,1,16
949,11,Bronx,New York (City),2.3 MI S JCT I87+I95,GRAND CONCOURSE,87I 87IXIM12011,NYSDOT,1938,1,16
8998,11,New York,New York (City),IN CENTRAL PARK,72ST ENT TO W DR.,BRIDLE PATH,City,1920,1,16
9209,11,New York,New York (City),SW END OF CENTRAL PARK,WEST DRIVE,PED BET 61ST&62ST,City,1860,1,16
12221,11,Queens,New York (City),5 MI S GCP & CRS ISL PKWY,MERRICK BOULEVARD,907B 907BX5M21073,City,1952,1,16
11909,11,Queens,New York (City),0.7 MI S JCT I295 & I495,295I295IX5M12010,MOTOR PKWY (PED),NYSDOT,1961,1,16
8658,10,Nassau,Freeport (Village),AT FREEPORT-S OF SSP,908E908E03011046,27  27 03041086,NYSDOT,1938,1,16
9067,11,New York,New York (City),AT FORT TRYON PARK,CORBIN DRIVE OVPS,M.CORBIN DRIVE,City,1900,1,17
4195,9,Delaware,Middletown (Town),Margaretville,SWART STREET,BULL RUN STREAM,County,2017,1,17
1319,9,Broome,Lisle (Town),1.0 MI WEST OF KILLAWOG,OREGON HILL ROAD,BIG BROOK,County,2017,1,17
8859,10,Nassau,Old Westbury (Village),NSP - 5 MI EAST QNS CO LN,I.U. WILLETS ROAD,908G908G03011056,NYSDOT,1959,1,18
840,11,Bronx,New York (City),2.1MI N I95+BX RIVER PKWY,907H907HX1M12031,908FX908FX1M11001,NYSDOT,1949,1,18
9015,11,New York,New York (City),EAST RVR DRIVE N.B. RAMP,907L907LX4MR06B1,RELIEF,City,1953,1,18
8797,10,Nassau,Hempstead (Town),.7 MI E JCT RTS SSP+WSP,WANTAGH  AVENUE,908M908M03011026,NYSDOT,1956,1,18
8858,10,Nassau,Old Westbury (Village),NSP-5 MI E QNS CL,I.U. WILLETS RD,908G908G03011056,NYSDOT,1934,1,18
9014,11,New York,New York (City),EAST RIVER PARK,907L907LX4MR06A1,RELIEF,City,1953,1,18
854,11,Bronx,New York (City),JCT I87 & I95,95I  95IX1MR01G4,87I  87IX1M11035,NYSDOT,1964,1,18
12222,11,Queens,New York (City),5 MI S GCP & CRS ISL PKWY,MERRICK BOULEVARD,907B907BX5M22073,City,1933,1,18
8798,10,Nassau,Hempstead (Town),.7 MILE E JCT SSP & WSP,WANTAGH  AVENUE,908M908M03011026,NYSDOT,1931,1,18
9135,11,New York,New York (City),WEST MANHATTAN,RIVERSIDE DRIVE,W.138TH STREET,City,1920,1,18
9080,11,New York,New York (City),SE END OF CENTRAL PARK,EAST DRIVE,PEDESTRIAN WALK,City,1860,1,18
1016,11,Bronx,New York (City),JCT I87+I95,UNDERCLIFF AVE,95I EB  95IX1M22002,NYSDOT,2012,1,19
965,11,Bronx,New York (City),3.0 MI N I95+BX RIVER PKY,GUN HILL ROAD,907H 907HX1M11039,NYSDOT,1951,1,19
8902,10,Nassau,Oyster Bay (Town),.5 MI E JCT RTS 107+SSP,907E907E03011000,908M908M03011155,NYSDOT,1957,1,19
8903,10,Nassau,Oyster Bay (Town),.5 MI E JCT RTS 107+SSP,907E907E03022F01,908M908M03011155,NYSDOT,1936,1,19
12089,11,Queens,New York (City),2.8 MI SW 25+INTERBRO PKY,908B908BX5M24015,CYPRESS HILLS CEM,City,1935,1,19
9033,11,New York,New York (City),1.7 MI N OF G WASH BR,907V907VX4M11141,PED UP INWOOD PK,City,1936,1,19
974,11,Bronx,New York (City),4.5 MI N I87+I95,JEROME AVE RAMP,87I87IXM11078,NYSDOT,1956,1,19
9041,11,New York,New York (City),1.9 MI N OF G WASH BR,907V907VX4M12142,PED UP INWOOD PK,City,1936,1,19
12067,11,Queens,New York (City),2.0 MI E RTE 678+GCP,907M907MX5M14098,UTOPIA PKWY,NYSDOT,1963,1,19
9082,11,New York,New York (City),E END OF CENTRAL PARK,EAST DRIVE,TRANSV RD NO 3N,City,1900,1,19
9081,11,New York,New York (City),N END OF CENTRAL PARK,EAST DRIVE,THE LOCH,City,1900,1,19
12060,11,Queens,New York (City),2.2 MI E JCT I678 & GCP,907M907MX5M10103,MIDLAND PARKWAY EAST,NYSDOT,1963,1,19
8776,10,Nassau,Hempstead (Town),.6 MI W JCT RTS SSP+WSP,OAKFIELD  ROAD,908M908M03011113,NYSDOT,1930,1,22
12636,11,Richmond,New York (City),.4MI N JCT I278+440,440 440 X6M11109,WATCHOGUE ROAD,NYSDOT,1964,1,22
8850,10,Nassau,North Hills (Village),1.3 MI NE QUEENS CO LINE,NEW HYDE PARK RD,908G908G03011014,NYSDOT,1968,1,22
12643,11,Richmond,New York (City),.4MI N JCT I278+440,440 440 X6M12109,WATCHOGUE ROAD,NYSDOT,1964,1,22
9053,11,New York,New York (City),3.7 MI NE FDR DR&BKLYN BR,AVE C TO FDR SB,TERRAIN,NYSDOT,1997,1,22
9036,11,New York,New York (City),.1 MI W OF EXIT 7 - HHP,907V907VX4M12120,PARK ROAD,NYSDOT,1938,1,22
897,11,Bronx,New York (City),.5 MILE W JCT US 1 & BRPC,CROTONA AVENUE,1 ( EB FORDHAM RD),City,1962,1,22
1009,11,Bronx,New York (City),0.4 MI W OF US 1 & BRPC,SOUTHERN BLVD,1 FORDHAM RD WB,City,1962,1,22
12677,11,Richmond,New York (City),.7 MI E JCT440+W SHORE EX,BLOOMINGDALE ROAD,909C909CX6M11005,NYSDOT,1972,1,22
9038,11,New York,New York (City),5.2 MI NE ROUTE 9A+79 ST,907V907VX4M12124,PARK PATH,NYSDOT,1939,1,22
1015,11,Bronx,New York (City),JCT I87+I95,UNDERCLIFF AVE,95I 95IX1MR01C2,NYSDOT,1962,1,22
8777,10,Nassau,Hempstead (Town),.6 MI W JCT RTS SSP+WSP,OAKFIELD ROAD,908M908M03011113,NYSDOT,1956,1,22
4427,8,Dutchess,Hyde Park (Town),0.5 MI NW OF HYDE PARK,COACH HOUSE DR.,CRUM ELBOW CREEK,National Park Service,1900,1,23
907,11,Bronx,New York (City),IN MELROSE,EAGLE AVENUE,EAST 161ST STREET,City,1936,1,23
9079,11,New York,New York (City),CENTER OF CENTRAL PARK,EAST DRIVE,PED WALK OPP 73ST,City,1862,1,23
8660,10,Nassau,Freeport (Village),AT FREEPORT-S OF SSP,MERRICK ROAD,908E90BE03011043,NYSDOT,1934,1,23
4436,8,Dutchess,Hyde Park (Town),0.6 MI NW OF HYDE PARK,NPS ROUTE 10,CRUM ELBOW CREEK,National Park Service,1900,1,24
14769,10,Suffolk,Huntington (Town),2.1 MI NE JCT RTE 110+NSP,908G908G07021042,WOLF HILL ROAD,NYSDOT,1949,1,24
11856,11,Queens,New York (City),1.4 MI W JCT I78 & CI PKY,149TH STREET,907A907AX5M21187,City,1941,1,24
12642,11,Richmond,New York (City),JCT I278 + W SHORE EXPY,440 440 X6M12090,278I 278IX6M13016,NYSDOT,1962,1,24
8855,10,Nassau,Old Westbury (Village),RTE 25+NSP,908G908G03011068,25  25 03031063,NYSDOT,1936,1,24
12173,11,Queens,New York (City),2.4 MI S JCT GCP & CI PKY,HEMPSTEAD AVENUE,907A 907AX5M21015,City,1939,1,24
12155,11,Queens,New York (City),.9 MI W I78+CRSS ISL PKWY,FRANCIS LEWIS BVD,907A907AX5M22181,City,1941,1,24
12645,11,Richmond,New York (City),JCT I278 & W SHORE EXPY,440 440 X6MR08B2,278I278IX6M13015,NYSDOT,1962,1,24
9165,11,New York,New York (City),AT WASHINGTON HEIGHTS,WEST 181ST STREET,RAMP TO WASH BR,City,1940,1,24
9154,11,New York,New York (City),IN MANHATTAN,TUDOR CITY PLACE,EAST 42ND STREET,City,1950,1,24
8999,11,New York,New York (City),IN CENTRAL PARK,77ST ENT WESTDR,PED PATH OPP 77ST,City,1920,1,24
12115,11,Queens,New York (City),1.1 MI W I78+CRSS ISL PKY,CLINTONVILLE ST,907A907AX5M21183,City,1941,1,24
14787,10,Suffolk,Huntington (Town),.3 MI W RTE 495+RTE 110,WALT WHITMAN RD,495I495I07031011 - Eastbound,NYSDOT,1962,1,24
923,11,Bronx,New York (City),.7 MI E I87+I95,EAST 174 TH ST,RAMP TO 95 I EB,NYSDOT,1962,1,24
11861,11,Queens,New York (City),1.3 MI W JCT I78 & CI PKY,150TH STREET,907A907AX5M21185,City,1941,1,24
11859,11,Queens,New York (City),1.4 MI W JCT I78 & CI PKY,14TH AVENUE,907A 907AX5M21187,City,1941,1,24
5300,5,Erie,Lancaster (Town),1.5 MI E JCT SH78 & SH33,STONY ROAD,ELLICOTT CREEK,County,2018,1,24
9028,11,New York,New York (City),.7 MI NE ROUTE 9A+79 ST,907V907VX4M11080,907V907VX4MR02A1,City,1938,1,25
14760,10,Suffolk,Huntington (Town),JCT I495 & SH 110,110 110 07011078,495I495I07031014,NYSDOT,1962,1,25
14759,10,Suffolk,Huntington (Town),JCT I495 & SH 110,110 110 07011078,495I495I07031014,NYSDOT,1962,1,25
9034,11,New York,New York (City),.7 MI NE ROUTE 9A+79 ST,907V907VX4M12080,907V907VX4MR02A1,City,1938,1,25
12192,11,Queens,New York (City),1.1 MI SE JCT I495 & GCP,JEWEL AVENUE,907M907MX5M14071,NYSDOT,1964,1,25
12024,11,Queens,New York (City),1 MI SE JCT I495 & GCP,69TH ROAD,907M907MX5M13070,NYSDOT,1963,1,25
8851,10,Nassau,North Hills (Village),I495 - 2.8 MI NE QNS CO L,SHELTER ROCK ROAD,495I495I03021029,NYSDOT,2000,1,25
8848,10,Nassau,North Hills (Village),I495 - 1.6 MI NE QNS C.LI,NEW HYDE PARK RD,495I495I03021018,NYSDOT,2000,1,25
12663,11,Richmond,New York (City),3.1 MI E JCT SH440 &WS EX,909C909CX6M12028,ARDEN AVENUE,NYSDOT,1968,1,25
966,11,Bronx,New York (City),AT WILLIAMSBRIDGE,GUN HILL ROAD,BRONX BOULEVARD (NB),City,1921,1,25
12659,11,Richmond,New York (City),3.1 MI E JCT SH440 &WS EX,909C909CX6M11029,ARDEN AVENUE,NYSDOT,1968,1,25
1028,11,Bronx,New York (City),.7 MI S I95+BX RIVER PKWY,WATSON AVE,907H907HX1M12003,NYSDOT,1948,1,25
12647,11,Richmond,New York (City),JCT I278+440,440 440 X6MR10B2,440 440 X6M11184,NYSDOT,1962,1,25
3483,8,Columbia,Chatham (Town),1.1 MI NE OF MALDEN BRIDG,BACHUS ROAD,KINDERHOOK CREEK,County,1950,1,25
12217,11,Queens,New York (City),JCT RTE 678+RTE 25,MANTON STREET,678I678IX5MR07B1,NYSDOT,1965,1,26
14776,10,Suffolk,Huntington (Town),1.1 MI W JCT SH 231 & NSP,DIX HILLS ROAD,908G908G07021055,NYSDOT,1949,1,26
14795,10,Suffolk,Islip (Town),2.1 MI W OF JCT 27 & 454,27  27 07051184,LAKELAND AVENUE,NYSDOT,1998,1,26
1005,11,Bronx,New York (City),MACOMBS DAM PARK,Ramp to NB 87I,RELIEF,NYSDOT,1951,1,26
14796,10,Suffolk,Islip (Town),2.1 MI W OF JCT 27 & 454,27  27 07051184,LAKELAND AVENUE,NYSDOT,1998,1,26
14777,10,Suffolk,Huntington (Town),1.1 MI W JCT RTS 231+NSP,DIX HILLS ROAD,908G908G07021056,NYSDOT,1949,1,26
1031,11,Bronx,New York (City),2.4 MI N JCT I87 & I95,WEST 230TH STREET,87I  87I X1M1105,NYSDOT,1955,1,26
12236,11,Queens,New York (City),1 MI E JCT I678 & GCP,PARSONS BOULEVARD,907M907MX5M13090,NYSDOT,1963,1,26
14775,10,Suffolk,Huntington (Town),1.9 MI NE JCT SH110 & NSP,CARMAN ROAD,908G908G07021040,NYSDOT,1949,1,26
12006,11,Queens,New York (City),.3 MI S I678 + SH 27,678I678IX5MR01A1,678I678IX5MR01C1,NYSDOT,1967,1,26
11868,11,Queens,New York (City),1.6 MI E RTE 678+GCP,168TH STREET,907M907MX5M13095,NYSDOT,1963,1,26
11992,11,Queens,New York (City),.2 MI S RTE 678+RTE 27,678I678IX5M11001,678I678IX5MR01C1,NYSDOT,1967,1,26
11867,11,Queens,New York (City),1.2 MI E RTE 678+GCP,164TH STREET,907M 907MX5M13092,NYSDOT,1963,1,26
11849,11,Queens,New York (City),4.6 MI S JCT GCP & CI PKY,130TH AVENUE,907B907BX5M21077,City,1952,1,26
8810,10,Nassau,Hempstead (Town),JCT RTS SSP+WSP,WSP SB TO SSP EB,WANTAGH STATE PARKWAY NB,NYSDOT,1965,1,28
785,11,Bronx,New York (City),JCT I95 & I895,95I 95IX1MR06A1,WEST FARMS ROAD NB,NYSDOT,1951,1,29
9030,11,New York,New York (City),1 MI NE ROUTE 9A+79 ST,907V907VX4M11084,RAMP TO HHP SB,City,1938,1,29
902,11,Bronx,New York (City),IN WOODLAWN,E 233RD ST,BRONX RIVER,City,1904,1,29
1021,11,Bronx,New York (City),2.6 MI N I87+I95,W 231ST STREET,87I 87IX1M1060,NYSDOT,1955,1,29
1045,11,Bronx,New York (City),2.7 MI N I87+I95,WEST233 STREET,87I 87IX1M11067,NYSDOT,1955,1,29
9035,11,New York,New York (City),1 MI NE ROUTE 9A+79 ST,907V907VX4M12084,RAMP TO HHP SB,City,1938,1,29
8909,10,Nassau,Oyster Bay (Town),JCT RTS 107+SSP,908M908M03011139,107 107 03011025,NYSDOT,1957,1,29
8908,10,Nassau,Oyster Bay (Town),JCT RTS 107+SSP,908M908M03011139,107 107 03011025,NYSDOT,1934,1,29
7176,11,Kings,New York (City),1.0MI NE JCT I278+BELT PY,86 TH STREET,278I278IX2M23016,NYSDOT,1964,1,29
1260,9,Broome,Kirkwood (Town),0.7 MI E OF E BING CTY LI,11  11 91011089,STRATTON MILL CREEK,NYSDOT,1947,1,29
12164,11,Queens,New York (City),JCT GCP+I678,GCP EB TO 25AX EB,907M907MX5M13047,NYSDOT,1963,1,29
11850,11,Queens,New York (City),4.6 MI S JCT GCP & CI PKY,130TH AVENUE,907B907BX5M22077,City,1933,1,29
9032,11,New York,New York (City),RTE 9A NEAR 148 ST,907V907VX4M11108,PED UP NR 148 ST,City,1936,1,30
877,11,Bronx,New York (City),IN BRONX PARK,BOTANICAL GRDN RD,TWIN LAKES,City,1925,1,30
885,11,Bronx,New York (City),JCT I295 + I95,Bruckner Blvd. NB,695I 695IX1M11012,NYSDOT,2006,1,30
876,11,Bronx,New York (City),IN BRONX PARK,BOSTON RD,BRONX RIVER,City,1920,1,30
780,11,Bronx,New York (City),JCT I295 & I95,95I 95IX1M21058,695I695IX1M12012,NYSDOT,2007,1,30
11948,11,Queens,New York (City),JCT I278+I495,495I495IX5C13A03,278I278IX5MR01B2,NYSDOT,1969,1,31
12230,11,Queens,New York (City),5.6MI S GCP+CRSS 1SL PKWY,N CONDUIT AVE WB,907B907BX5M21067,City,1952,1,31
951,11,Bronx,New York (City),AT KINGSBRIDGE,GRAND CONCOURSE,BEDFORD PARK BLVD,City,1910,1,31
903,11,Bronx,New York (City),IN FORDHAM,E FORDHAM RD,GRAND CONCOURSE,City,1923,1,31
917,11,Bronx,New York (City),AT MELROSE,EAST 163RD STREET,Aband.CSX/P MRRIS,City,1904,1,31
9089,11,New York,New York (City),IN WEST MANHATTAN,GALVIN PLAZA,AMTRAK W SIDE CON,Port Authority of NY and NJ,1942,1,31
8959,10,Nassau,Westbury (Village),2.2 MI E JCT SH 25 & NSP,908G908G03011089,CAMBRIDGE AVENUE,NYSDOT,1938,2,1
7267,11,Kings,New York (City),4.5 MI SW 25+INTERBRO PKY,HIGHLAND BLVD WB,908B908BX2M14001,City,1937,2,1
7264,11,Kings,New York (City),4.5 MI SW 25+INTERBRO PKY,HIGHLAND BLVD E B,908B908BX2M13001,City,1937,2,1
12190,11,Queens,New York (City),.5 MI SE I678 + SH 25,JAMAICA AVE,678I678IX5M12029,NYSDOT,2007,2,1
9146,11,New York,New York (City),MADISON AVE AT HARLEM RVR,T0 MADISON AVENUE,PARKING LOT ROAD,City,1960,2,1
12212,11,Queens,New York (City),JCT I278 & I495,LIE WB SERVC ROAD,278I278IX5M34006,NYSDOT,1969,2,1
984,11,Bronx,New York (City),.5 MI E I87+I95,MACOMBS ROAD,95I  95IX1M22008 (WB),NYSDOT,1964,2,1
1047,11,Bronx,New York (City),.5 MI S I95 & BX RIVER PK,WESTCHESTER AVE,907HX1M12005,NYSDOT,1948,2,1
12228,11,Queens,New York (City),5.6MI S GCP+CRSS 1SL PKWY,N CONDUIT AVE WB,907B 907BX5M24067,City,1936,2,1
7131,11,Kings,New York (City),.3 MI SE I278+BKLYN BR,278I278IX2M23086,PROSPECT STREET,City,1956,2,1
9088,11,New York,New York (City),IN WEST MANHATTAN,GALVIN AVENUE,CONRAIL 30 ST BR,Port Authority of NY and NJ,1951,2,1
12174,11,Queens,New York (City),.4 MI SE RTE 678+RTE 25,HILLSIDE AVENUE,678I678IX5M11030,NYSDOT,2006,2,1
9066,11,New York,New York (City),IN CENTRAL PARK,CENTRAL DRIVE,TRANSV RD NO 1,City,1920,2,1
8800,10,Nassau,Hempstead (Town),JCT RTS SSP+WSP,WANTAGH STATE PARKWAY NB,SOUTHERN STATE PARKWAY WB,NYSDOT,1956,2,1
8809,10,Nassau,Hempstead (Town),JCT RTS SSP+WSP,WSP NB TO SSP WB,WSP SB,NYSDOT,1965,2,1
8802,10,Nassau,Hempstead (Town),JCT RTS SSP+WSP,WANTAGH STATE PARKWAY SB,SOUTHERN STATE PARKWAY WB,NYSDOT,1965,2,1
8801,10,Nassau,Hempstead (Town),JCT RTS SSP+WSP,WANTAGH STATE PARKWAY SB,SOUTHERN STATE PARKWAY EB,NYSDOT,1965,2,1
12644,11,Richmond,New York (City),.9MI N JCT I278+440,440 440 X6M12115,FOREST AVE,NYSDOT,1964,2,2
9104,11,New York,New York (City),IN WEST MANHATTAN,I-495,AMTRAK/LONG ISLND,Port Authority of NY and NJ,1956,2,2
