,Region,County,Municipality,Location,Feature Carried,Feature Crossed,Owner,Year Built or Replaced,Month of inspection,Day of inspection
6375,1,Greene,Hunter (Town),3 MI S VILL TANNERSVILLE,DALE LANE,SCHOHARIE CREEK,County,1930,7,10
6377,1,Greene,Hunter (Town),1.5 MI S OF TANNERSVILLE,ELKA PARK ROAD,COOK BROOK,County,1983,7,10
15781,8,Ulster,Denning (Town),.4 MI EAST OF PEEKAMOOSE,PEEKAMOOSE ROAD,PEEKAMOOSE LAKE INLET,County,1992,7,10
16748,8,Westchester,Greenburgh (Town),3.4 MI S JCT RTS SBSP+287,UNDERHILL ROAD,987F 987F87012001,NYSDOT,1970,7,10
16548,4,Wayne,Sodus (Town),3.8 MI SOUTH OF SODUS,ARCADIA ZURIC RD,SALMON CREEK,County,2013,7,10
3534,8,Columbia,Copake (Town),7.1 MI N DUT+COL CL,22  22 81061072,BASH BISH BROOK,NYSDOT,1945,7,10
5391,5,Erie,Orchard Park (Town),1.6 MI N JCT US20 & US219,COUNTY ROAD 187,219 219 53121245,NYSDOT,1972,7,10
14308,6,Steuben,Greenwood (Town),0.9 MI S OF GREENWOOD,248 248 64021092,BENNETT CREEK,NYSDOT,1985,7,10
5390,5,Erie,Orchard Park (Town),1.5 MI N JCT US20 & US219,COUNTY ROAD 187,219 219 53121245,NYSDOT,1972,7,10
10298,3,Onondaga,Syracuse (City),JCT RTE 5 + ONONDAGA CR,5   5 33081091,ONONDAGA CREEK,City,1850,7,10
5713,1,Essex,North Hudson (Town),5 MILES N OF NORTH HUDSON,GREENOUGH ROAD,SCHROON RIVER,County,2007,7,10
5550,1,Essex,Chesterfield (Town),1.5 MI SE KEESEVILLE,PORT DOUGLAS ROAD,Mud Creek,County,2001,7,10
12105,11,Queens,New York (City),.6 MI NE JCT I295 & I495,BELL BLVD,495I 495IX5M13114,NYSDOT,1959,7,10
2309,5,Chautauqua,Ellery (Town),AT MAPLE SPRINGS,WHITESIDE PARKWAY,TRIB CHAUTAUQUA LAKE,County,1948,7,10
14459,6,Steuben,Lindley (Town),.6 MILE WEST OF PRESHO,COUNTY ROAD 5,N B GLENDENING CK,County,1986,7,10
2453,5,Chautauqua,Jamestown (City),CITY OF JAMESTOWN-W.THIRD,WEST THIRD STREET,STEELE STREET,NYSDOT,1988,7,10
11689,9,Otsego,Westford (Town),0.7 MI NE OF WESTFORD,COUNTY ROAD 34,ELK CREEK,County,1962,7,10
4067,9,Delaware,Hancock (Town),1.5 MI N OF RTE17 CADOSIA,CADOSIA ROAD,CADOSIA CREEK,County,2007,7,10
9069,11,New York,New York (City),IN WEST MANHATTAN,DYER AVENUE,495IX,Port Authority of NY and NJ,1956,7,10
16253,1,Warren,Queensbury (Town),JCT I87 & CR 28,87I 87I17101024,CORINTH RD-C R 28,NYSDOT,1960,7,10
9068,11,New York,New York (City),IN WEST MANHATTAN,DYER AVENUE,495 IX (SOUTHBOUND),Port Authority of NY and NJ,1954,7,10
2667,5,Chautauqua,Stockton (Town),1.8 MI S OF CASSADAGA,LUCE ROAD,CASSADAGA CREEK,County,1969,7,10
15259,9,Sullivan,Rockland (Town),AT LIVINGSTON MANOR,COUNTY ROAD 149,LITT BEAVER KILL,County,1935,7,10
15255,9,Sullivan,Rockland (Town),1.9 MILES SE OF ROSCOE,COUNTY ROAD 123,STEWART BROOK,County,2003,7,10
15863,8,Ulster,Marbletown (Town),.4MI N RTE28A AT SPILLWAY,28A 28A86011176,ASHOKAN SPILLWAY,"NYC Dept of Water Supply, Gas and Electric",1912,7,10
12245,11,Queens,New York (City),EAST OF KENNEDY AIRPORT,ROCKAWAY BLVD,THURSTON BSN INLT,City,1940,7,10
9647,2,Oneida,Marshall (Town),.5 MI S JCT SH 26 & SH 12,SANGERHILL ROAD,ORISKANY CREEK,County,2011,7,10
757,11,Bronx,New York (City),3.0 MI S JCT I87+I95,87I 87IX1M12003,BROOK AVENUE,NYSDOT,1959,7,10
2538,5,Chautauqua,Poland (Town),2.2 MI SE OF FALCONER,DOLLOFF ROAD,CASSADAGA CREEK,County,1974,7,10
11814,8,Putnam,Southeast (Town),.1 MI N JCT I684 & I84,RAMP G OF I84,684I684I84021034,NYSDOT,1967,7,10
13814,7,St Lawrence,Lawrence (Town),1.5 MI N OF MCEWENS CORNR,GAROND ROAD,ALLEN BROOK,County,1981,7,10
12527,1,Rensselaer,Schodack (Town),0.4 MI NW JCT RTS 90I<203,90IX WB,VALATIE KILL,NYS Thruway Authority,1957,7,10
12523,1,Rensselaer,Schodack (Town),0.4 MI NW INT RTS 90I<203,90IX EB,VALATIE KILL,NYS Thruway Authority,1957,7,10
2544,5,Chautauqua,Poland (Town),1.1 MI EAST OF FALCONER,STONE ROAD,CASSADAGA CREEK,County,1987,7,10
12454,1,Rensselaer,Rensselaer (City),JCT RTS 9 & 20 & HUDSON R,DUNN RAMP TO BDWY,MILL CREEK,NYSDOT,1971,7,10
11338,3,Oswego,Palermo (Town),2.5 MI NE JCT RTS 3 & 264,3   3 34013092,CATFISH CREEK,NYSDOT,1995,7,10
4097,9,Delaware,Hancock (Town),1 MI SOUTH OF READBURN,READBURN ROAD,READ CREEK,County,1991,7,10
14960,10,Suffolk,Southampton (Town),.2 MI E OF EXIT 66 - SH27,PECONIC ROAD,27  27 07051524,NYSDOT,1963,7,10
11095,4,Orleans,Carlton (Town),2.7MI E JCT RTS 18 + 98,18  18 45021177,PROCTOR BROOK,NYSDOT,1931,7,10
12207,11,Queens,New York (City),1.1 MI W I678 & SH 27,LEFFERTS BLVD,907D907DX5M24023,NYSDOT,1967,7,10
8214,4,Monroe,Penfield (Town),1.1MI W JCT RTS441+253,441 441 43011120,153 153 43011278,NYSDOT,1971,7,10
17195,8,Westchester,White Plains (City),2.6 MI NW MAMARONECK RYE,SAXON WOODS PARK ENTRANCE,WEST BRANCH MAMARONECK RIVER,County,1958,7,10
6483,2,Hamilton,Hope (Town),11 MI S JCT RTS 8 & 30,30  30 22061055,DEWEY CREEK,NYSDOT,1938,7,10
15397,9,Tioga,Candor (Town),8 MILES NE OF SPENCER,HANDS HILL ROAD,WILLSEYVILLE CREEK,Town,1988,7,10
15390,9,Tioga,Candor (Town),2.5 MI NE OF CANDOR,CANDOR HILL ROAD,DOOLITTLE CREEK,Town,1987,7,10
13975,7,St Lawrence,Waddington (Town),3.4 MI SE JCT RTS 345+ 37,345 345 75011135,BRANDY BROOK,NYSDOT,1961,7,10
1110,9,Broome,Binghamton (Town),JCT I81 & CHENANGO RIVER,81I 81I91012025,11  11 91012045,NYSDOT,2014,7,10
5770,1,Essex,Willsboro (Town),4 MILES SW OF WILLSBORO,COUNTY ROAD 68,BOUQUET RIVER,County,1998,7,10
9572,2,Oneida,Florence (Town),4 MI NE THOMPSON CORNERS,HOULAHAN ROAD,FLORENCE CREEK,Town,1953,7,10
15292,9,Sullivan,Rockland (Town),1.6 MILES E OF LEWBEACH,SHIN CREEK ROAD,SHIN CREEK,County,2003,7,10
6020,2,Fulton,Johnstown (City),0.1 MI N JCT RTS 29+30A,29  29 21022017,HALE CREEK,NYSDOT,1953,7,10
12909,8,Rockland,Orangetown (Town),3.8 MI W OF SOUTH NYACK,TOWNLINE ROAD,NAURAUSHAUN BROOK,County,1974,7,10
16993,8,Westchester,North Castle (Town),SOUTH END OF KENSICO RES.,COUNTY ROAD 144,COUNTY ROAD 68,"NYC Dept of Water Supply, Gas and Electric",1915,7,10
6825,7,Jefferson,Alexandria (Town),5.0 MI NE OF ALEXANDER BA,CR1 CROOKED CR RD,CROOKED CREEK,County,1977,7,11
10169,3,Onondaga,Lafayette (Town),1.5 MI E JCT US 20 & I81,DODGE RD,BUTTERNUT CREEK,County,1954,7,11
3337,7,Clinton,Mooers (Town),3 MILES SE OF MOOERS,LAVALLEY ROAD,GREAT CHAZY RIVER,County,1973,7,11
970,11,Bronx,New York (City),0.1 MI. N. of H.R. PRKWY,I-95 EXIT 10 RAMP,95IX (SB),NYS Thruway Authority,1956,7,11
3857,9,Delaware,Andes (Town),AT ANDES,28  28 93021195,GLADSTONE HOLLOW,NYSDOT,1947,7,11
12287,11,Queens,New York (City),JFK INTERNATIONAL AIRPORT,VICTCW OVERPASS,J1CTCE,Port Authority of NY and NJ,2002,7,11
14200,6,Steuben,Cohocton (Town),1.5 MI SE JCT SR21 & I390,390I390I64011130,WARREN HILL ROAD,NYSDOT,1975,7,11
14199,6,Steuben,Cohocton (Town),1.5 MI SE JCT SR21 & I390,390I390I64011130,WARREN HILL ROAD,NYSDOT,1975,7,11
4756,5,Erie,Amherst (Town),.5 MI NE OF BUF INT AIRPT,YOUNGS ROAD,ELLICOTT CREEK,County,1984,7,11
14980,10,Suffolk,Westhampton Beach (Village),S OF WESTHAMPTON BEACH,JESSUP LANE,MORICHES BAY,County,1983,7,11
11963,11,Queens,New York (City),JCT GCP+I495,495I495IX5M13067,907M907MX5M13060,NYSDOT,1963,7,11
9776,2,Oneida,Trenton (Town),2.5 MI NW OF BARNEVELD,CR 56 STEUBEN VALLEY RD,STEUBEN CREEK,County,1969,7,11
12432,1,Rensselaer,Poestenkill (Town),VILLAGE OF POESTENKILL,351 351 14011037,POESTEN KILL,NYSDOT,2004,7,11
17474,4,Wyoming,Wethersfield (Town),0.5 M W WETHERSFIELD SPRG,WETHERSFIELD ROAD,TRIB EAST KOY CRK,County,1996,7,11
3858,9,Delaware,Andes (Town),AT ANDES,28  28 93021197,GLADSTONE HOLLOW,NYSDOT,1947,7,11
11951,11,Queens,New York (City),JCT G C PKWY & I495,495I495IX5C14007,907M907MX5M13060,NYSDOT,1963,7,11
17504,6,Yates,Middlesex (Town),1.5 MI SW OF MIDDLESEX,CAWARD CROSS RD,WEST RIVER,County,1978,7,11
3859,9,Delaware,Andes (Town),AT ANDES,28  28 93021198,LIDDLE BROOK,NYSDOT,1947,7,11
17424,4,Wyoming,Orangeville (Town),0.2 MI N ORANGEVILL CTR.,CR31,STONY BROOK,County,1980,7,11
3856,9,Delaware,Andes (Town),AT ANDES,28  28 93021191,GLADSTONE HOLLOW,NYSDOT,1947,7,11
5654,1,Essex,Lewis (Town),3 MI SE OF LEWIS,LEE BRIDGE RD,BOQUET RIVER,County,1985,7,11
15466,9,Tioga,Owego (Town),0.3 MI N OWEGOINTERCHANGE,960J 17 65075D01,17C 17C65011021,NYSDOT,1968,7,11
12742,11,Richmond,New York (City),JCT OF RTS  I-278 & I-440,WSE WEST SERV RD,OLD PLACE CREEK,NYSDOT,1968,7,11
9147,11,New York,New York (City),OVER HARLEM RV IN HARLEM,THIRD AVENUE,Harlem Rivr Dr NB,City,2005,7,11
16856,8,Westchester,Mount Pleasant (Town),2.7 MI S JCT RTE 100+TSP,9A  9S87032134,100 100 870140968,NYSDOT,1931,7,11
9579,2,Oneida,Floyd (Town),1.5 MI SE FLOYD,RITCHIE ROAD,NINE MILE CREEK,County,1938,7,11
3138,9,Chenango,Pharsalia (Town),JCT CR 42 & SH 26,26  26 92031063,GLADING BROOK,NYSDOT,1960,7,11
2457,5,Chautauqua,Kiantone (Town),2.3 MI S OF JAMESTOWN,BACON ROAD,STILLWATER CREEK,County,1992,7,11
3142,9,Chenango,Pitcher (Town),1.2 MI SW JCT CR42 & SH26,26  26 92031051,GLENN BROOK,NYSDOT,1924,7,11
3898,9,Delaware,Colchester (Town),JCT SH 30 & SH 206,30  30 93011150,DOWNS CREEK,NYSDOT,1949,7,11
14516,6,Steuben,Riverside (Village),0.9 MI SE OF PAINTED POST,415 415 64011040,CUTLER CREEK,NYSDOT,1940,7,11
12618,11,Richmond,New York (City),JCT OF RTS  I-278 & I-440,278I278IX6MR02A2,OLD PLACE CREEK,NYSDOT,1968,7,11
11535,9,Otsego,Middlefield (Town),3.3 MI SW JCT SH166 & SH1,166 166 94011115,SHELLROCK CREEK,NYSDOT,2012,7,11
11464,9,Otsego,Cherry Valley (Town),AT CHERRY VALLEY,166 166 94011185,CHERRY VALLEY CRK,NYSDOT,2012,7,11
12591,11,Richmond,New York (City),2.7M W JCT I278 & BELT PK,278I 278IX6M14068,MOSEL AVE,NYSDOT,2005,7,11
16916,8,Westchester,Mount Vernon (City),1.3 MI N JCT RTS HRP<1,907W907W 87013000,HUTCHINSON RIVER,NYSDOT,1926,7,11
16925,8,Westchester,Mount Vernon (City),1.7 MI N JCT RTS HRP & 1,LINCOLN AVE CR 84,907W 907W87011019,NYSDOT,1935,7,11
5659,1,Essex,Lewis (Town),7MI N OF VILLAGE OF LEWIS,TROUT POND ROAD,N.BR.BOQUET RIVER,County,1977,7,11
11438,3,Oswego,West Monroe (Town),4.0 MI SE OF PARISH,SMITH ROAD,S BR LIL SALMON R,Town,2014,7,11
17305,8,Westchester,Yorktown (Town),JCT RTE 129+TSP NB,129 129 87011060,987G 987G87011129,NYSDOT,1968,7,11
14508,6,Steuben,Riverside (Village),0.9 MI SE OF PAINTED POST,86I 17 64041449,CUTLER CREEK,NYSDOT,1994,7,11
10155,3,Onondaga,Jordan (Village),AT JORDAN,PERU-JORDAN ROAD,SKANEATELES CREEK,County,1988,7,11
3265,7,Clinton,Champlain (Town),2MI NW CHAMPLAIN,DUBOIS-WEBB ROAD,GREAT CHAZY RIVER,County,1961,7,11
17326,8,Westchester,Yorktown (Town),2.1 MI S JCT TSP & US 202,BALDWIN ROAD,987G987G87011150,NYSDOT,1965,7,11
12605,11,Richmond,New York (City),2.7MI W JCT I278&BELT PKY,278I278IX6M13068,Mosel Ave,NYSDOT,1965,7,11
16627,8,Westchester,Briarcliff Manor (Village),1.5 MI N JCT SH9A & SH117,PLEASANTVLLE ROAD,9A  9A87032131,NYSDOT,1932,7,11
11558,9,Otsego,Milford (Town),JCT SH 166 & SUSQUEHANNA,166 166 94011007,SUSQUEHANNA RIVER,NYSDOT,1983,7,11
7903,4,Monroe,Chili (Town),JCT BARGE CANAL & RTE 383,383 383 43011157,Erie Canal,NYSDOT,1991,7,11
16175,1,Warren,Chester (Town),2 MI.S.OF BRANDT LAKE,CR31  HORICON RD,SCHROON RIVER,County,1941,7,11
4482,8,Dutchess,North East (Town),2.5 MI S Jct NY22 + NY199,22  22 82051290,COLEMAN CREEK,NYSDOT,1941,7,11
11783,8,Putnam,Southeast (Town),2.1 MI E JCT RTS 6+52,6   6 84041097,MIDDLE BRANCH RESERVOIR,NYSDOT,2006,7,11
16425,1,Washington,Salem (Town),2.5 MI NE OF SALEM,CHAMBERS ROAD,WHITE CREEK,County,1942,7,11
10803,8,Orange,Minisink (Town),0.8 MI SE OF JOHNSON,RIDGEBURY ROAD,RUTGERS CREEK,County,1961,7,11
16338,1,Washington,Fort Ann (Village),IN FORT ANN,CLAY HILL ROAD,CHAMPLAIN CANAL,NYSDOT,2008,7,11
1925,5,Cattaraugus,Portville (Town),7.9 MI SE JCT RTS 417+ 16,417 417 51025062,BUTTERNUT BROOK,NYSDOT,1951,7,11
7815,2,Madison,Sullivan (Town),1.75 MI SE OF CHITTENANGO,CREEK ROAD,CANASERAGA CREEK,County,1969,7,11
13590,6,Schuyler,Orange (Town),IN MONTEREY,COUNTY ROAD 16,MEADS CREEK,County,1937,7,11
5023,5,Erie,Clarence (Town),S END CLARENCE CENTER,GOODRICH ROAD,RANSOM CREEK,County,1935,7,11
10246,3,Onondaga,Otisco (Town),.1 MI N AMBER ON OTISCO L,OTISCO VALLEY RD,VAN BENTHUYSEN BK,County,1960,7,11
13952,7,St Lawrence,Stockholm (Town),3.5 MI NE OF STOCKHOLM CT,11  11 75061543,E BR ST REGIS RVR,NYSDOT,1952,7,11
13805,7,St Lawrence,Lawrence (Town),.3 MI SW JCT RT 11B & C L,11B 11B75011195,DEER    RIVER,NYSDOT,1990,7,11
13951,7,St Lawrence,Stockholm (Town),3.5 MI NE OF STOCKHOLM CT,11  11 75061542,E BR ST REGIS RVR,NYSDOT,1952,7,11
10526,4,Ontario,Manchester (Village),VILLAGE OF MANCHESTER,CLIFTON STREET,CANANDAIGUA OUTLT,County,1989,7,11
10519,4,Ontario,Manchester (Town),1.0 MI. N. OF CLIFTON,FIVE WATERS CLIFTON,CANANDAIGUA OUTLET,County,1989,7,11
7774,2,Madison,Nelson (Town),AT NELSON,LYON ROAD,CHITTENANGO CREEK,County,1932,7,11
11760,8,Putnam,Philipstown (Town),3.4 MI.S.JCT.RTS.9D&301,9D  9D84021079,FOUNDRY BROOK,NYSDOT,1929,7,11
1854,5,Cattaraugus,Mansfield (Town),2 MI N OF LITTLE VALLEY,COUNTY ROAD 14,BR LITTLE VALL CK,County,1995,7,11
6200,4,Genesee,Pembroke (Town),0.8 MI E JCT RTS 33 & 77,33  33 41021040,MURDER CREEK,NYSDOT,1991,7,11
3433,8,Columbia,Austerlitz (Town),1.3 MI SE OF CHATHAM,987G 987G81041267,KLINE KILL,NYSDOT,1959,7,11
13026,1,Saratoga,Clifton Park (Town),IN CLIFTON PARK,87I 87I15091049,146 146 15041070,NYSDOT,1958,7,11
13158,1,Saratoga,Saratoga (Town),1.7 MI SW JT RTS 4 & 32,32  32 15053156,FISH CREEK,NYSDOT,1993,7,11
2357,5,Chautauqua,Ellington (Town),1.6 MI NW OF ELLINGTON,HARRIS HOLLOW RD,TRIB CLEAR CREEK,County,1957,7,11
747,11,Bronx,New York (City),2.7 MILES S JCT I87 & I95,87I 87IX1M11007,ALEXANDER AVENUE,NYSDOT,1960,7,11
12183,11,Queens,New York (City),.1 MI NE OF CROSS ISL PKY,I495WB TO 907A NB,PARK TRAIL,NYSDOT,2003,7,11
9094,11,New York,New York (City),800 FT SO OF GWB,HR 8,HR 2,Port Authority of NY and NJ,1960,7,11
4525,8,Dutchess,Poughkeepsie (City),0.4 MI N JCT RTS 9+44+55,9   9 82052020,FALLKILL CREEK,NYSDOT,1966,7,11
7097,11,Kings,New York (City),IN BOROUGH PARK,13TH AVENUE,N Y & ATLANTIC/LI,City,1930,7,11
2930,6,Chemung,Van Etten (Town),6.5 MI NW OF VAN ETTEN,CR54 JACKSON HOLL,JACKSON CREEK,County,1938,7,11
14782,10,Suffolk,Huntington (Town),.5 MI E JCT RTE 110+NSP,NEW YORK AVENUE,908G908G07021025,NYSDOT,1949,7,11
2382,5,Chautauqua,French Creek (Town),AT FRENCH CREEK-CO RD 322,COUNTY ROAD 322,TRIB FRENCH CREEK,County,2017,7,11
13027,1,Saratoga,Clifton Park (Town),IN CLIFTON PARK,87I 87I15091050,146 146 15041070,NYSDOT,1958,7,11
14766,10,Suffolk,Huntington (Town),JCT RTE 110+NSP,908G 908G07021020,110  11007011089 N.B.,NYSDOT,2012,7,11
3515,8,Columbia,Claverack (Town),1.4 MI N OF MARTINDALE,COUNTY ROAD 11,987G 987G81041169,NYSDOT,1956,7,11
14765,10,Suffolk,Huntington (Town),JCT RTE 110+ NSP,908G 908G07021020,110  11007011089 N.B.,NYSDOT,2012,7,11
17177,8,Westchester,White Plains (City),SOUTHWEST JCT 127 & HRP,FR NB HRP-907W,MAMARONECK RIVER,NYSDOT,1991,7,11
15287,9,Sullivan,Rockland (Town),2.4 MI SE OF LVINGSTN MNR,OLD LIBERTY ROAD,LITTLE BEAVER KILL,County,1963,7,11
2397,5,Chautauqua,Hanover (Town),.1 MI SW JCT SH5/US20&438,5   5 52013121,CATTARAUGUS CREEK,NYSDOT,2015,7,11
12042,11,Queens,New York (City),.5 MI SE JCT I495 & C.I.P,907A NB TO I495EB,PARK TRAIL,NYSDOT,2003,7,11
4509,8,Dutchess,Pleasant Valley (Town),2.25 KM N JCT US44 & SH82,82  82 82011247,E B WAPPINGER CRK,NYSDOT,2002,7,11
12180,11,Queens,New York (City),.1 MI NE JCT CI PKY & LIE,I495 & 907-RAMP S,PARK TRAIL,NYSDOT,2003,7,11
8872,10,Nassau,Oyster Bay (Town),.8 MI N JCT RTS 135+SSP,135 135 03011044,107 107 03011031,NYSDOT,1965,7,11
16837,8,Westchester,Mamaroneck (Village),AT MAMARONECK / RYE,SOUTH BARRY AVE,BEAVER SWAMP BRK,Town,1992,7,11
9093,11,New York,New York (City),SE JCT 95I & RTE 9A,HR 6 AND HR 11,LOWER LEVEL,Port Authority of NY and NJ,1960,7,11
3496,8,Columbia,Chatham (Town),2.0 MI SW OF E CHATHAM,PERCY HILL ROAD,STONY KILL,County,1961,7,11
16486,4,Wayne,Galen (Town),5.5 MI.SE OF CLYDE,CR105 ARMITAGE RD,CLYDE RIVER,County,1932,7,11
9763,2,Oneida,Steuben (Town),3.6 MI SE OF STEUBEN,STEUBEN VALLEY RD,BR OF STEUBEN CRK,County,2013,7,11
15875,8,Ulster,New Paltz (Town),1.9 MI S JCT SH208 &SH299,208 208 86021108,PLATTE KILL,NYSDOT,1993,7,11
14129,6,Steuben,Campbell (Town),1.2 MI S JCT I86 & SR 333,86I 15 64011185,CURTIS HOLLOW CRK,NYSDOT,1967,7,11
14004,6,Steuben,Avoca (Town),.4 MI E JCT I86 & SR 415,86I 17 64044201,B & H RR,NYSDOT,1973,7,11
16963,8,Westchester,New Rochelle (City),JCT RTE I95+0.2MI N RTE 1,CONNECTOR,RAMP TO 95IX,NYSDOT,1955,7,11
15859,8,Ulster,Lloyd (Town),1.3 MI E OF HIGHLAND VILL,NEW PALTZ ROAD CR,HUD VALLY RL TRAI,County,2011,7,11
14130,6,Steuben,Campbell (Town),1.2 MI S JCT I86 & SR 333,86I 15 64011185,CURTIS HOLLOW CRK,NYSDOT,1967,7,11
2600,5,Chautauqua,Ripley (Town),2.3 MI NE OF RIPLEY INT,WILEY ROAD,90IX,NYS Thruway Authority,1955,7,11
4526,8,Dutchess,Poughkeepsie (City),1 MI N JCT SH 55 & SH 9G,9GX,Hudson Valley Rail Trail,Railroad,1995,7,11
15427,9,Tioga,Nichols (Town),3.2 MI NE JCT RTS 17 + 34,17  17 65063035,SUSQUEHANNA RIVER,NYSDOT,1970,7,11
14003,6,Steuben,Avoca (Town),.4 MI E JCT I86 & SR 415,86I 17 64044201,B & H RR,NYSDOT,1973,7,11
10181,3,Onondaga,Lysander (Town),3.4 MI NE JCT I90 & SH 31,PLAINVILLE ROAD,STATE DITCH CUT,NYSDOT,1944,7,11
9118,11,New York,New York (City),AT BROOKLYN BR.OVER E.RVR,PEARL ST TO BKLYN,TO PARK DEPT YARD,City,1964,7,11
9117,11,New York,New York (City),BROOKLYN BR OVER EAST RVR,PARK ROW TO BKLN,WILLIAM ST - N B,City,1956,7,11
3693,3,Cortland,Cortlandville (Town),0.6 MI S JCT RTS I-81 +41,81I 81I32021138,RIDGE ROAD,NYSDOT,1966,7,11
3692,3,Cortland,Cortlandville (Town),0.6 MI S JCT RTS I-81 +41,81I 81I32021138,RIDGE ROAD,NYSDOT,1966,7,11
12185,11,Queens,New York (City),.1 MI NE JCT CI PKY & LIE,I495WB TO 907AXNB,PARK TRAIL,NYSDOT,2003,7,11
8989,11,New York,New York (City),IN WEST MANHATTAN,10TH AVENUE,495 IX,Port Authority of NY and NJ,1954,7,11
1861,5,Cattaraugus,Mansfield (Town),2.2 MILES SE OF OTTO,JERSEY HOLLOW RD,JERSEY HOLLOW CRK,Town,1986,7,11
15061,9,Sullivan,Fallsburg (Town),.2 MILE S OF WOODBOURNE,RIVERSIDE DRIVE,TRB NEVERSINK RVR,County,1930,7,11
2218,5,Chautauqua,Chautauqua (Town),4.7 MI SE JCT RTS 17 +430,430  17 52011126,DEWITTVILLE CREEK,NYSDOT,1937,7,11
2219,5,Chautauqua,Chautauqua (Town),0.8 MI SW MAYVILLE,430 430 52011164,MUD CREEK,NYSDOT,1997,7,11
1133,9,Broome,Chenango (Town),2.5 MI N OF N BING CTY LI,81I 81I91013024,11  11 91013025,NYSDOT,1966,7,11
1134,9,Broome,Chenango (Town),2.5 MI N OF N BING CTY LI,81I 81I91013025,11  11 91013025,NYSDOT,1966,7,11
971,11,Bronx,New York (City),JCT I95+I878+I78,I95 SERVICE RD EB,ZEREGA AVENUE,NYSDOT,1951,7,12
17023,8,Westchester,Ossining (Village),.2 MI N JCT SH 9A & SH133,RYDER ROAD,9A   9A87032152,NYSDOT,1932,7,12
1870,5,Cattaraugus,New Albion (Town),4.4 MI NW VIL OF L VALLEY,353 353 51012117,BR CATTARAUGUS CK,NYSDOT,1998,7,12
5714,1,Essex,North Hudson (Town),3 MI NE NORTH HUDSON,N HUDSN MORIAH RD,BLACK BROOK,County,1932,7,12
4370,8,Dutchess,East Fishkill (Town),1.5 MI E JCT RTS 52+82,52  52 82042079,WICOPEE CREEK,NYSDOT,1935,7,12
16594,8,Westchester,Bedford (Town),3.2 MI N JCT I684 & SH172,684I684I87011160,HARRIS ROAD,NYSDOT,1966,7,12
1823,5,Cattaraugus,Little Valley (Town),8.8 MI NE JCT SH242&SH394,242 242 51011088,FEED LIT VALLEY C,NYSDOT,1993,7,12
2463,5,Chautauqua,Kiantone (Town),1.2 MI S OF JAMESTOWN,PECK SETTLEMNT RD,TRIB STILLWATR CK,County,1998,7,12
12271,11,Queens,New York (City),AT LA GUARDIA AIRPORT,TO DEPARTURES RMP,AIRPORT ACCESS RD,Port Authority of NY and NJ,1968,7,12
9709,2,Oneida,Rome (City),05MI NWJCT RTS 46+26,46  46 26021157,WOOD CREEK,NYSDOT,1952,7,12
12904,8,Rockland,Orangetown (Town),500' S of CR 8,Oak Tree Road,Sparkill Creek,Town,2015,7,12
16595,8,Westchester,Bedford (Town),3.2 MI N JCT RTS I684+172,684I684I87011160,HARRIS ROAD,NYSDOT,1966,7,12
7721,2,Madison,Georgetown (Town),0.1 MI N JCT RTS 80 & 26,26  26 24041028,OTSELIC CREEK,NYSDOT,1993,7,12
12623,11,Richmond,New York (City),I278 OVER THE NARROWS,278IX,I278 TO 92ND ST.,MTA Bridges and Tunnels (aka TBTA),1965,7,12
11947,11,Queens,New York (City),JCT GCP+I495,495I495IX5C13012,907M907MX5M13060,NYSDOT,1963,7,12
5057,5,Erie,Collins (Town),2.0 MI N JCT RTS 62 & 438,62  62 53031027,CLEAR CREEK,NYSDOT,1996,7,12
16699,8,Westchester,Elmsford (Village),JCT I287 & SAWMILL PKWY,RAMP E SMPKWY-I,RAMPA I287 TO 1,NYSDOT,2004,7,12
3413,7,Clinton,Schuyler Falls (Town),0.6 MI SE CADYVILLE,GODDEAU ROAD,SARANAC RIVER,County,1983,7,12
15320,9,Sullivan,Thompson (Town),AT EXIT 102 OF SH 17,CR 174,17  17 96091228,NYSDOT,1960,7,12
5553,1,Essex,Crown Point (Town),7MI NW TICONDEROGA,AMY HILL RD CR 47,PUTNAM CREEK,County,1961,7,12
15842,8,Ulster,Kingston (City),1.7 MI E JCT SH28 & I87,28  28  86011001,CATSKILL MOUNTAIN RAILROAD,NYSDOT,2005,7,12
15729,3,Tompkins,Newfield (Town),.9 MI SW JCT SH 34 & SH13,96  34 36041054,VAN BUSKIRK GULF,NYSDOT,1990,7,12
12321,1,Rensselaer,Berlin (Town),RT 22 AT CENTER BERLIN,22  22 14071116,LITTLE HOOSIC RIV,NYSDOT,1950,7,12
13109,1,Saratoga,Mechanicville (City),CITY OF MECHANICVILLE,FRANCES STREET,ANTHONY KILL,City,2015,7,12
16403,1,Washington,Kingsbury (Town),JCT SH 149 & CHAMP CANAL,149 149 18021108,CHAMPLAIN CANAL,NYSDOT,1994,7,12
10077,3,Onondaga,De Witt (Town),RAMP BRIDGE EXIT 35 I90,EXIT 35 RAMP,90IX,NYS Thruway Authority,1954,7,12
10596,4,Ontario,Victor (Town),JCT RTS I490 + RAMP,490I490I44031016,RAMP C,NYSDOT,1968,7,12
13609,6,Schuyler,Tyrone (Town),0.6 MI SW OF TYRONE,LAMOKA LAKE ROAD,TOBEHANNA CREEK,County,1991,7,12
3368,7,Clinton,Plattsburgh (Town),IN SOUTH PLATTSBURG,22  22 71101110,SALMON RIVER,NYSDOT,1947,7,12
