,Region,County,Municipality,Location,Feature Carried,Feature Crossed,Owner,Year Built or Replaced,Month of inspection,Day of inspection
13172,1,Saratoga,Stillwater (Town),SARATOGA NATL.HIST.PARK,NPS ROUTE 500,KROMA KILL,National Park Service,1962,7,1
4960,5,Erie,Cheektowaga (Town),.5 MI N JCT US 20 & SH354,20  78 53021313,SLATE BOTTM CREEK,NYSDOT,1993,7,1
8099,4,Monroe,Hamlin (Town),3.8MI NW JCT RTS 360+19,REDMAN ROAD,YANTY CREEK,County,1946,7,1
7365,7,Lewis,Diana (Town),1.9 MI SW OF HARRISVILLE,STEAM MILL ROAD,W B OSWEGATCHIE R,County,1971,7,1
1004,11,Bronx,New York (City),1.3 MI N I295+I95,Ramp To NB 95I,95I  95IX1MR12A1,NYSDOT,1961,7,1
17455,4,Wyoming,Warsaw (Town),2.3MI N JCT RTS 19 + 20A,19  19 46021186,OATKA CREEK,NYSDOT,1937,7,1
13058,1,Saratoga,Edinburg (Town),5.8 MI E EDINBURG,FOX HILL ROAD,LITTLE HANS CREEK,Town,1932,7,1
7364,7,Lewis,Diana (Town),2.5 MI S OF HARRISVILLE,MARSHEY ROAD,WBR.OSWEGATCHIE R,County,1946,7,1
6550,2,Hamilton,,8 miles East of Long Lake,Kempshall Mountain Road,Fishing Brook,NYS Dept of Environmental Conservation,2016,7,1
5093,5,Erie,Concord (Town),5.8 MI N JCT US219 & SH39,SPRVLLE-BOSTON RD,EIGHTEEN MILE CRK,County,1999,7,1
11296,3,Oswego,Mexico (Town),1.4 MI N OF MEXICO,MINCLER ROAD,SAGE CREEK,County,1987,7,1
331,1,Albany,Westerlo (Town),IN HAMLET OF WESTERLO,COUNTY ROAD 1,BASIC CREEK,County,2007,7,1
10041,3,Onondaga,De Witt (Town),0.1 MI E JCT RTS 5+ I-481,5   5 33083024,BUTTERNUT CREEK,NYSDOT,1962,7,1
4974,5,Erie,Cheektowaga (Town),0.7 MI N JCT RTS 277 +130,277 277 53011169,SCAJAQUADA CREEK,NYSDOT,1948,7,1
16063,8,Ulster,Ulster (Town),JCT RT 199 < HUDSON R,199  199 86011021,COUNTY ROAD 37,NYS Bridge Authority,1957,7,1
832,11,Bronx,New York (City),.18 MI S JCT BRPC & BRP,907H907HX1M11022,BOSTON RD BX ZOO,City,1949,7,1
16328,1,Washington,Fort Ann (Town),FORT ANN-FARLEY ROAD,FARLEY ROAD,HALFWAY BROOK,County,1999,7,1
79,1,Albany,Albany (City),.2 MI N JCT I90 + I87,FR I90WB TO I87NB,RENSSELAER LAKE,NYSDOT,1986,7,1
13401,9,Schoharie,Esperance (Town),0.9 MI S JCT RTS 30A + 20,30A 30A95011050,FLY CREEK,NYSDOT,1933,7,1
868,11,Bronx,New York (City),JCT.I95 + I678 + I278,BE NB SERVICE RD,908A 908AX1M11000,City,1930,7,1
12262,11,Queens,New York (City),.9 MI NE I78+I495,SPRINGFIELD  BLVD,495I495IX5M14116,NYSDOT,1959,7,1
14121,6,Steuben,Cameron (Town),1.5 MI NE OF CAMERON MLLS,COUNTY ROAD 25,HELMER CREEK,County,1993,7,1
16617,8,Westchester,Bedford (Town),3.3 MI N EXIT 3 OF I684,SANCTUARY CONNECT,684I684I87011118,NYSDOT,1971,7,1
14847,10,Suffolk,Islip (Town),1.8 MI W JCT RTS 111+HSP,BRENTWOOD ROAD,908M908M07021110,NYSDOT,1961,7,1
6514,2,Hamilton,Long Lake (Town),4.2 MI E JCT RTS 28N & 30,28N 28N22011151,FISHING BROOK,NYSDOT,1932,7,1
16336,1,Washington,Fort Ann (Town),1.5 MI NW FORT ANN,WEST ROAD,HALFWAY BROOK,County,2003,7,1
16496,4,Wayne,Lyons (Town),1.3 MI W JCT RTE 414,DRY DOCK ROAD,ERIE CANAL,NYSDOT,1919,7,1
4723,5,Erie,Amherst (Town),0.7 W RT78 1.0 SE RT 263,GLEN OAKS DRIVE,RANSOM CREEK,Town,1973,7,1
10539,4,Ontario,Phelps (Town),JCT RTS 88 + NYS THRUWAY,90IX,88   88 44012134,NYS Thruway Authority,1953,7,1
475,6,Allegany,Birdsall (Town),1.6 MI S OF BIRDSALL,COUNTY ROAD 16,BLACK CREEK,County,1963,7,1
8663,10,Nassau,Glen Cove (City),IN GLEN COVE,HENDRICK AVENUE,107 107 03012006 N.B.,NYSDOT,1962,7,1
128,1,Albany,Berne (Town),.8 MI WEST OF EAST BERNE,"CR 2, COLE HILL RD.",FOX CREEK,County,1992,7,1
129,1,Albany,Berne (Town),1.5 MILES SW OF BERNE,"CR 9, CANADAY HILL RD.",SWITZ KILL,County,1990,7,1
13695,7,St Lawrence,Canton (Town),3 MI SE OF CANTON,"CR 27, FINE CTN L",LITTLE RIVER,County,1986,7,1
5981,2,Fulton,Bleecker (Town),6.0 MI NE OF BLEECKER,TANNERY ROAD,WEST STONY CREEK,Town,1920,7,1
5407,5,Erie,Orchard Park (Village),ORCHARD PARK EAST,FOREST DRIVE,BRANCH SMOKES CRK,Village,2014,7,1
15625,3,Tompkins,Enfield (Town),4.5 MI NW JCT SH327 &SH34,327 327 36011046,W BR ENFIELD CRK,NYSDOT,1938,7,1
5200,5,Erie,Grand Island (Town),HALF MI. SOUTH WHITEHAVEN,HARVEY ROAD,SPICER CREEK,Town,2009,7,1
882,11,Bronx,New York (City),IN PORT MORRIS,BRUCKNER BLVD.,278I278IX1051017,City,1909,7,2
12873,8,Rockland,Orangetown (Town),JCT RTS 340+PIP,340 340 85011006,987C 987C85011010,Palisades Interstate Park Commission,1954,7,2
1798,5,Cattaraugus,Ischua (Town),2.3 MILES SE OF ISCHUA,FARWELL ROAD,ISCHUA CREEK,County,1891,7,2
12874,8,Rockland,Orangetown (Town),JCT PIP+RTE 340,340 340 85011006,987C987C85011010,Palisades Interstate Park Commission,1954,7,2
9430,5,Niagara,Royalton (Town),1.5 MILES EAST OF RAPIDS,RIDDLE ROAD,MUD CREEK,County,1954,7,2
822,11,Bronx,New York (City),MACOMBS DAM PARK,87I TO MACOMBS BR,RELIEF,NYSDOT,1951,7,2
3009,9,Chenango,Coventry (Town),7.1 MI NW JCT SH 7 & SH 4,41  41 92021101,WILKINS BROOK,NYSDOT,1998,7,2
13462,9,Schoharie,Richmondville (Town),5.1 MI S OF COBLESKILL,WEST FULTON ROAD,HOUSE CREEK,County,1939,7,2
10618,4,Ontario,West Bloomfield (Town),1 MI SE OF W BLOOMFIELD,FACTORY HOLLOW RD,HONEOYE CREEK,County,1957,7,2
13436,9,Schoharie,Middleburgh (Town),2 MI SW OF MIDDLEBURG,W MIDDLEBURG ROAD,LINE CREEK,County,2014,7,2
13418,9,Schoharie,Fulton (Town),1 MI WEST OF FULTONHAM,PLEASANT VLLEY RD,TRIB SCHOHARIE CK,County,1947,7,2
2833,6,Chemung,Elmira (Town),4.3 MI SE OF ELMIRA,JENKINS ROAD,BALDWIN CREEK,County,1993,7,2
16069,8,Ulster,Ulster (Town),JCT RTS 209 & I87,209 209 86031339,87I 87I@MM93.56,NYSDOT,1995,7,2
1707,5,Cattaraugus,Freedom (Town),4.6 MI N JCT RTS 98 + 243,98  98 51011293,CLEAR CREEK,NYSDOT,1966,7,2
4013,9,Delaware,Franklin (Town),3 MI SE OF FRANKLIN,COUNTY ROAD 21,W BR HANDSOME BRK,County,1962,7,2
4014,9,Delaware,Franklin (Town),1 MI S OF FRANKLIN,CR21WALTON-FRNKLN,E BR HANDSOME BRO,County,1969,7,2
6863,7,Jefferson,Clayton (Town),1 HALF MI NW REYNOLDS COR,DEPAUVILLE ROAD,HORSE CREEK,County,1983,7,2
6308,1,Greene,Coxsackie (Town),1.0 MI S JCT RTS 9W & 81,9W  9W13041162,COXSACKIE CREEK,NYSDOT,1996,7,2
6675,2,Herkimer,Middleville (Village),0.1M E JCT RTS 28&29,29  29 23011001,MALTANNER CREEK,NYSDOT,1994,7,2
16560,4,Wayne,Williamson (Town),AT PULTNEYVILLE,HAMILTON STREET,SALMON CREEK,County,1998,7,2
2813,6,Chemung,Chemung (Town),6.5 MI N OF CHEMUNG,MCDOWELL ROAD,WYNCOOP CREEK,County,1957,7,2
16068,8,Ulster,Ulster (Town),JCT RTS 209 & I87,209 209 86031339,87I 87I@MM93.56,NYSDOT,1995,7,2
4015,9,Delaware,Franklin (Town),3.2MI.W.FRANKLIN,E HANDSOME BR RD,E. HANDSOME BROOK,County,1982,7,2
3028,9,Chenango,Greene (Town),2 MI NW JCT SH 206 & SH 1,206 206 92021025,GENEGANTSLET CRK,NYSDOT,1992,7,2
10229,3,Onondaga,Minoa (Village),2.8MI S OF SHEPPS CORNERS,COSTELLO PARKWAY,CSX TRANS/AMTRAK,County,1957,7,2
3025,9,Chenango,Greene (Town),3.7 MI NE JCT RT 12 + 206,12  12 92021109,TILLOTSON CREEK,NYSDOT,1964,7,2
1996,5,Cattaraugus,Yorkshire (Town),4.0 MI N JCT RTS 16 + 242,16  16 51013286,LIME LAKE OUTLET,NYSDOT,1934,7,2
16240,1,Warren,Lake George (Town),JCT I87 & OLD ST RD 35,DIAMOND POINT RD,87I 87I17101167,NYSDOT,1965,7,2
11981,11,Queens,New York (City),0.87 MI S JCT GCP&BQE,49TH STREET,907M907MX5M14016,City,1937,7,2
9011,11,New York,New York (City),.9 MI NE FDR DR+BATTERY,907L907LX4MR03A1,907L 907LX4MR03D1,City,1954,7,2
8319,4,Monroe,Rochester (City),RTE 204 @ AIRPORT,AIRPORT ACCESS RD,204 X,County,1991,7,2
8422,4,Monroe,Webster (Town),3.8 MI NE OF WEBSTER,SALT ROAD,FOURMILE CREEK,County,1952,7,2
2358,5,Chautauqua,Ellington (Town),1.8 MI NW OF ELLINGTON,HARRIS HOLLOW RD,TRIB CLEAR CREEK,County,1966,7,2
5205,5,Erie,Grand Island (Town),3.4 MI E OF I190 EXIT N19,WHITEHAVEN ROAD,SPICER CREEK,County,1970,7,2
1204,9,Broome,Conklin (Town),HAMLET OF CORBETTSVILLE,CORBETTSVILLE RD,TRIB SUSQUEHANNA,Town,1973,7,2
5197,5,Erie,Grand Island (Town),HALF MILE BASELINE RD,BEDELL ROAD,TRIB WOODS CREEK,Town,1982,7,2
5232,5,Erie,Hamburg (Town),4.1 MI.NE OF I-90 INT 57A,LAKEVIEW RD,90IX WB,NYS Thruway Authority,1956,7,2
2552,5,Chautauqua,Pomfret (Town),2 MILES SW OF FREDONIA,CHAUTAUQUA ROAD,LIT CANADAWAY CRK,County,2016,7,2
9607,2,Oneida,Lee (Town),0.25 MI E OF LEE CENTER,CR53 STOKES ROAD,CANADA CREEK,County,1952,7,2
8195,4,Monroe,Parma (Town),2.3 MI SE OF HILTON,BURRITT ROAD,BLACK CREEK,County,2000,7,2
5345,5,Erie,North Collins (Town),EAST OF NEW OREGON,LANGFORD ROAD,S B 18 MILE CREEK,County,1989,7,2
9612,2,Oneida,Lee (Town),1 MI SE OF LEE CENTER,MARSH ROAD,CANADA CREEK,Town,1964,7,2
5231,5,Erie,Hamburg (Town),4.1 MI.NE OF I-90 INT 57A,LAKEVIEW RD,90IX EB,NYS Thruway Authority,1956,7,2
7003,7,Jefferson,Pamelia (Town),2.5 MI N JCT I81 & SH 342,PERCH LAKE ROAD,81I 81I73051303,NYSDOT,1965,7,2
1341,9,Broome,Nanticoke (Town),6 MI S JCT SH 26 & I81,26  26 91011216,TRIB NANTICOKE CK,NYSDOT,1948,7,2
9702,2,Oneida,Remsen (Village),In Village of Remsen,DEPOT STREET,CINCINNATI CREEK,Town,1961,7,2
1343,9,Broome,Nanticoke (Town),3.5 MI S JCT SH 26 & I81,26  26 91011240,E BR NANTICOKE CR,NYSDOT,1948,7,2
3193,9,Chenango,Smithville (Town),1 MI S JCT SH 41 & SH 220,41  41 92021254,GENEGANTSLET CRK,NYSDOT,1994,7,2
1340,9,Broome,Nanticoke (Town),6 MI S JCT SH 26 & I81,26  26 91011215,E BR NANTICOKE CK,NYSDOT,1948,7,2
1200,9,Broome,Conklin (Town),0.1 MI SE JCT SH 7 + SH 7,7A  7A91011017,SNAKE CREEK,NYSDOT,1968,7,2
14096,6,Steuben,Bath (Town),2.8 MI SE OF TOWLESVILLE,UNIONVILLE ROAD,BUCKS CREEK,Town,2009,7,2
14086,6,Steuben,Bath (Town),1.7 MI SE OF KANONA,HARRISBURG HOLLOW ROAD,HARRISBURG HOLLOW CRK,Town,1936,7,2
15293,9,Sullivan,Rockland (Town),.5 MILE WEST OF ROSCOE,TENNANAH LAKE RD,ABE WOOD BROOK,County,1961,7,2
9021,11,New York,New York (City),2 MI N JCT TRIBO BR & HRD,907P907PX4M11022,HARLEM RVR SHORE,NYSDOT,1966,7,2
345,6,Allegany,Alfred (Town),3.0 MI N JCT 417 & 21,21   21 61011030,RAILROAD BROOK,NYSDOT,1986,7,2
16390,1,Washington,Hebron (Town),12M N VIL/SALEM OFF RT 22,N GRIMES HILL RD,BLACK CREEK,County,2001,7,2
10395,3,Onondaga,Syracuse (City),ON RAMP - SH 5 TO I690 EB,RAMP BB,690I690I13301202,NYSDOT,1968,7,2
16881,8,Westchester,Mount Pleasant (Town),JCT SMRP&RTE 9A HAWTHORNE,987DX,9A 9A 870321026,NYSDOT,1972,7,2
2523,5,Chautauqua,Poland (Town),3.4 MI E FALCONER INT,86I 17 52111342,DRY BROOK ROAD,NYSDOT,1971,7,2
3798,3,Cortland,Scott (Town),3.3 MI NW OF SCOTT,GLEN HAVEN ROAD,GROUT BROOK,County,1935,7,2
7552,4,Livingston,Leicester (Town),1.6MI N JCT RTS 36 + 20A,36  36 42021224,PEARL CREEK,NYSDOT,1948,7,2
6473,2,Hamilton,Arietta (Town),.3 MILE SE OF PISECO,CR24 OLD PISECO ROAD,FALL STREAM,County,1931,7,2
247,1,Albany,Guilderland (Town),2.9 MI E JCT RT 146 & 158,146 146 11021126,NORMANS KILL,NYSDOT,1929,7,2
2522,5,Chautauqua,Poland (Town),3.4 MI E FALCONER INT,86I 17 52111342,DRY BROOK ROAD,NYSDOT,1971,7,2
17265,8,Westchester,Yonkers (City),.5 MI N JCT BRP & CCP,MIDLAND AVENUE,907GX,County,1950,7,2
379,6,Allegany,Almond (Town),4.3 MI NW OF ALMOND,EMERSON ROAD,TRIB CANISTEO RIV,Town,1972,7,2
15260,9,Sullivan,Rockland (Town),2.2 MI N OF LVINGSTON MNR,COUNTY ROAD 151,ELM HOLLOW BROOK,County,1988,7,2
13177,1,Saratoga,Victory (Village),VILLAGE OF VICTORY MILLS,BRIDGE STREET,FISH CREEK,County,1990,7,2
7334,7,Lewis,Croghan (Town),0.5 MI W OF BEAVER FALLS,126 126 74021092,BEAVER RIVER,NYSDOT,1950,7,2
14661,10,Suffolk,Brightwaters (Village),2.5 MI NE JCT RTS 231+27,27  27 07051091,CR57-HOWELLSRD WB,NYSDOT,1971,7,2
15583,3,Tompkins,Caroline (Town),IN SPEEDSVILLE,OLD SEVNTY SIX RD,W BR OWEGO CREEK,County,2001,7,2
13134,1,Saratoga,Northumberland (Town),1.2 MI N JCT RTS 32 & 50,32  32 15053282,SNOOK KILL,NYSDOT,1953,7,2
1046,11,Bronx,New York (City),JCT I95 & I278,WESTCHESTER AVE,895I 895IX1M12006,NYSDOT,1964,7,2
12026,11,Queens,New York (City),1.7 MI SE JCT I278+I495,69TH STREET,495I 495IX5M14039,City,1955,7,2
8063,4,Monroe,Greece (Town),2.5MI E JCT BARGE C + 259,MANITOU ROAD,ERIE CANAL,NYSDOT,1950,7,2
6636,2,Herkimer,Herkimer (Village),VILLAGE OF HERKIMER,EAST SMITH STREET,HYDRAULIC CANAL,Village,1920,7,2
12846,8,Rockland,Hillburn (Village),0.7 MI W JCT RTS I87<202,87IX,RAMAPO RIVER,NYS Thruway Authority,1955,7,2
7199,11,Kings,New York (City),IN BOROUGH PARK,9TH AVENUE,NYCTA IND SUBWAY,Transit Authority,1925,7,2
16144,8,Ulster,Woodstock (Town),AT WOODSTOCK,TANNERY BROOK RD,SAW KILL,County,1961,7,2
3631,8,Columbia,New Lebanon (Town),1.2 MI S OF WEST LEBANON,COUNTY ROAD 34,HOLLOW BROOK,County,1950,7,2
3632,8,Columbia,New Lebanon (Town),1.2 MI S OF WEST LEBANON,COUNTY ROAD 34,HOLLOW BROOK,County,1950,7,2
17489,6,Yates,Dresden (Village),IN DRESDEN,MILO STREET,KEUKA LAKE OUTLET,County,1930,7,2
13709,7,St Lawrence,Clare (Town),3.8 MI SE OF CLARE,DEAN ROAD,M.BR.GRASSE RIVER,County,1982,7,2
4389,8,Dutchess,East Fishkill (Town),JCT TSP & RTE 52,987GTSP 82031043,52  52 82042118,NYSDOT,1937,7,2
6060,2,Fulton,Perth (Town),2.1 MILES NE OF HAGAMAN,CR132 HAGAMAN ROAD,N CHUCTANUNDA CK,County,1940,7,2
13704,7,St Lawrence,Canton (Town),0.75 MI W OF LANGDON CORN,POTTER ROAD,GRANNIS BROOK,County,1964,7,2
16223,1,Warren,Johnsburg (Town),2 MI W OF THE GLEN,TR470GLENCREEK RD,GLEN CREEK,County,1977,7,2
4547,8,Dutchess,Poughkeepsie (City),IN THE CITY OF PO:KEEPSIE,NORTH WATER ST,FALL KILL CREEK,City,1930,7,2
16227,1,Warren,Johnsburg (Town),4MI NE GARNET LAKE,TR57TR57HUDSON ST,MILL CREEK,County,1914,7,2
2144,3,Cayuga,Throop (Town),3 MI NORTH OF HALF ACRE,NUGENT ROAD,CRANE BROOK,Town,2019,7,2
15053,9,Sullivan,Fallsburg (Town),1.5 MI W OF HURLEYVILLE,KRUM ROAD,EAST BRANCH MONGAUP RIVER,County,1955,7,2
8661,10,Nassau,Glen Cove (City),IN GLEN COVE,107 107 03012000,SEACLIFF AVENUE,NYSDOT,1962,7,2
11879,11,Queens,New York (City),JCT GCP & I678,25AX W TO 678IX S,RELIEF,NYSDOT,1963,7,2
1150,9,Broome,Chenango (Town),1.5 MI W OF CASTLE CREEK,FOX ROAD,BROOKS CREEK,Town,1977,7,2
17403,4,Wyoming,Genesee Falls (Town),0.9 MI S PORTAGEVILLE,WHISKEY BRIDGE,GENESEE RIVER,County,1973,7,2
4728,5,Erie,Amherst (Town),1.7 MI N JCT I290 & SH263,JJ AUDUBON PARKWY,ELLICOTT CREEK,Town,1983,7,2
5912,7,Franklin,Malone (Town),2.6MI NE MALONE,DONOHUE ROAD,TROUT RIVER,County,1966,7,3
5499,5,Erie,West Seneca (Town),0.2 MI E JCT RTS 354 &240,354 354 53012008,CAYUGA CREEK,NYSDOT,1981,7,3
12367,1,Rensselaer,Hoosick (Town),RTE 7-0.2 MI SE HOOSICK,7   7 14092209,SPRG TERM/B & M,NYSDOT,1986,7,3
4009,9,Delaware,Franklin (Town),4.5 MI S OF ONEONTA,CASE HILL ROAD,OULEOUT CREEK,County,1961,7,3
16320,1,Washington,Fort Ann (Town),JCT SH22 & US4 - COMSTOCK,22  22 18081452,DELAWARE & HUDSON,NYSDOT,1980,7,3
16466,1,Washington,Whitehall (Village),.1 MI E JCT US 4 & SH 22,4   4 18031335,DELAWARE & HUDSON,NYSDOT,1994,7,3
8262,4,Monroe,Pittsford (Town),3/4 MI SW OF PITTSFORD,MARSH ROAD  CR 38,CULLEN'S RUN CRK.,County,1928,7,3
4011,9,Delaware,Franklin (Town),4.5 MI S OF ONEONTA,CASE HILL ROAD,TRIB OULEOUT CRK,County,1956,7,3
1414,9,Broome,Union (Town),JCT RTS 201 + 17C,RAMP JK,LITTLE CHOCONUT CREEK,NYSDOT,1971,7,3
10564,4,Ontario,Phelps (Village),VILLAGE OF PHELPS,WILLIAMS STREET,FLINT CREEK,County,2008,7,3
2077,3,Cayuga,Mentz (Town),1.3 MI N JCT SH31 & SH38,38  38 31043079,CSX TRANS/ AMTRAK,NYSDOT,1978,7,3
139,1,Albany,Bethlehem (Town),0.9 MI N JCT RTS 9W & 396,9W  9W11051071,VLOMAN KILL,NYSDOT,1941,7,3
5055,5,Erie,Collins (Town),1.8 MI E JCT RTS 39 + 62,39  39 53031044,CLEAR CREEK,NYSDOT,1953,7,3
10561,4,Ontario,Phelps (Village),VILLAGE OF PHELPS,EAGLE STREET,FLINT CREEK,County,1995,7,3
16574,8,Westchester,Ardsley (Village),2.5 MI S JCT I87 & SMRP,87IX,SAW MILL RIVER,NYS Thruway Authority,1953,7,3
10815,8,Orange,Monroe (Village),INT LAKE ST/MILL POND PKY,LAKE STREET,MILL POND,Village,1994,7,3
8244,4,Monroe,Perinton (Town),1 MI NW OF FAIRPORT,O'CONNOR ROAD,THOMAS CREEK,County,2000,7,3
15921,8,Ulster,Rochester (Town),.9 MI SW OF SANSONVILLE,PALENTOWN ROAD,METTACAHONTS CRK,County,2000,7,3
4718,5,Erie,Amherst (Town),4.3 MI NW OF CLARENCE CEN,DODGE ROAD,RANSOM CREEK,County,1983,7,3
6638,2,Herkimer,Herkimer (Village),VILLAGE OF HERKIMER,MAPLE GROVE AVE,BELLINGER BROOK,Village,1920,7,3
5032,5,Erie,Clarence (Town),2.1 MI NE OF CLARANCE CTR,MARTIN ROAD,TRIB BEEMAN CREEK,Town,1961,7,3
4757,5,Erie,Angola (Village),ANGOLA NORTHEAST,DELAMATER ROAD,BIG SISTER CREEK,County,1953,7,3
9871,2,Oneida,Verona (Town),0.81 MI W OF INT 33 I-90,90IX,CSX TRANS/AMTRAK,NYS Thruway Authority,1952,7,3
15895,8,Ulster,Olive (Town),AT SAMSONVILLE,SAMSONVILLE ROAD,METTACAHONTS CRK,County,2000,7,3
8045,4,Monroe,Greece (Town),.5 MI SE GRAND VIEW BEACH,EDGEMERE DRIVE,LONG POND OUTLET,County,1953,7,3
8041,4,Monroe,Greece (Town),ONTARIO BEACH,Beach Avenue,Slater Creek,County,1992,7,3
17180,8,Westchester,White Plains (City),CITY OF WHITE PLAINS,GRANT AVENUE,CENT WES PKY C150,County,1960,7,3
16995,8,Westchester,North Castle (Town),0.5 MI S JCT RTS I684+120,CR 135 AIRPORT RD,684I684I87011045,NYSDOT,1969,7,3
16872,8,Westchester,Mount Pleasant (Town),2.9 MI E JCT US 9 & SH448,448 117 87011029,BUTTERMILK HILL R,NYSDOT,1931,7,3
7420,7,Lewis,Lowville (Village),AT LOWVILLE,CEMETERY ROAD,MILL CREEK,County,1972,7,3
16847,8,Westchester,Mount Kisco (Village),IN MOUNT KISCO,CROTON AVENUE,987D987D87012196,NYSDOT,1951,7,3
12886,8,Rockland,Orangetown (Town),.4 MI N JCT PIP & SH 340,987CX,RECREATION TRAIL,Palisades Interstate Park Commission,1954,7,3
10963,8,Orange,Wallkill (Town),0.3 MI E OF BLOOMINGBURGH,BLOOMINGBURG ROAD,SHAWANGUNK KILL,County,1986,7,3
11045,8,Orange,Wawayanda (Town),2.5 MI SE OF MIDDLETOWN,MCMANUS ROAD,MONHAGEN BROOK,County,1985,7,3
9166,11,New York,New York (City),OVER HARLEM RV NR FORDHAM,WEST 207TH STREET,HARLEM RIVER,City,1904,7,3
5120,5,Erie,Eden (Town),1.9 MI SOUTH OF HAMBURG,EAST EDEN ROAD,HAMPTON BROOK,County,1984,7,3
16982,8,Westchester,North Castle (Town),JCT RTS I684+120,120 120 87012072,684I684I87011051,NYSDOT,1969,7,3
15371,9,Tioga,Barton (Town),1.4 MI NE OF LOCKWOOD,DEAN CREEK ROAD,DEAN CREEK,County,1985,7,3
2485,5,Chautauqua,North Harmony (Town),5.0MI.E.JCT.RTES 76 & 17,86I 17 52111142,PRENDERGAST CREEK,NYSDOT,1982,7,3
5989,2,Fulton,Broadalbin (Town),1.5 MI NE OF BROADALBIN,CREEK ROAD,KENNYETTO CREEK,County,1930,7,3
3505,8,Columbia,Chatham (Town),1.4MI.S OF CHATHAN CENTER,WHITE MILLS ROAD,STONY KILL,County,1986,7,3
13323,1,Schenectady,Rotterdam (Town),.5 M S OF END OF I890,THRUWAY EXIT 26,890 890 16011101,NYSDOT,1971,7,3
8933,10,Nassau,Oyster Bay (Town),AT BAYVILLE,WEST SHORE ROAD,MILL NECK CREEK,County,1938,7,3
13703,7,St Lawrence,Canton (Town),1.2 MI EAST OF CANTON,PIKE ROAD,LITTLE RIVER,County,2011,7,3
11885,11,Queens,New York (City),.1 MI S JCT I278 & SH 25A,278I 278IX5M33028,34TH AVENUE,City,1955,7,3
8064,4,Monroe,Greece (Town),.8 MI E OF N GREECE ROAD,MILL ROAD,LARKIN CREEK,County,2003,7,3
7550,4,Livingston,Leicester (Town),0.2MI N JCT RTS 36 + 20A,36  36 42021210,BEARDS CREEK,NYSDOT,1939,7,3
15504,9,Tioga,Richford (Town),IN RICHFORD,79  79 65041050,E BR OWEGO CREEK,NYSDOT,2001,7,3
10191,3,Onondaga,Manlius (Town),2 MI E INTERCHANGE 34A,90IX  WB,LIMESTONE CREEK,NYS Thruway Authority,1950,7,3
14428,6,Steuben,Jasper (Town),2.1 MI SE OF S CANISTEO,36  36 64011141,PEAK CREEK,NYSDOT,1948,7,3
6451,1,Greene,Windham (Town),0.1 MI S JCT RTS 23 & 296,296 296 13011078,BATAVIA KILL,NYSDOT,1932,7,3
3774,3,Cortland,Marathon (Town),4.8 MI NE OF MARATHON,TEXAS VALLEY ROAD,MERRILL CREEK,County,1974,7,3
7152,11,Kings,New York (City),JCT PROSPECT EXPY & I278,278I278IX2MR05B1,3RD AVENUE,NYSDOT,1963,7,3
2088,3,Cayuga,Montezuma (Town),.1MI NE JCT I90<31 ON I90,90IX,CRANE BROOK,NYS Thruway Authority,1953,7,3
6129,4,Genesee,Bergen (Town),3.7 MILES NW OF BERGEN,WEST SWEDEN ROAD,BLACK CREEK,County,1952,7,3
6059,2,Fulton,Perth (Town),1.4 MILES NE OF HAGAMAN,CR132,HEALY KILL,County,1940,7,3
7394,7,Lewis,Leyden (Town),7.1 MI S JCT 12 + 12D,12  12 74051006,SUGAR RIVER,NYSDOT,1968,7,3
6002,2,Fulton,Caroga (Town),AT NORTHBUSH,NORTH BUSH ROAD,CAROGA CREEK,Town,1900,7,3
3446,8,Columbia,Canaan (Town),1.2 MI E JCT SH 295 & I90,295 295 81011062,CSX TRANS/ AMTRAK,NYSDOT,2005,7,3
7330,7,Lewis,Constableville (Village),2.5 MI SW JCT RTS 26 +12D,26  26 74061089,SUGAR RIVER,NYSDOT,1962,7,3
7200,11,Kings,New York (City),IN BOROUGH PARK,9TH AVENUE,NYCTA BMT YARD,Transit Authority,1997,7,3
12033,11,Queens,New York (City),1.1 MI W RTE 678+I78,878 878 X5M3011,LEFFERTS BLVD,NYSDOT,1967,7,3
9289,5,Niagara,Lockport (Town),1.2 MI S OF LOCKPORT,SNYDER DRIVE,DONNER CREEK,Town,1986,7,3
13793,7,St Lawrence,Hermon (Town),2.8 MI SE OF KENTS CORS.,POND ROAD,TANNER CREEK,County,2017,7,3
6051,2,Fulton,Oppenheim (Town),3 MILES SW OF OPPENHEIM,CR108 YOUKERS ROAD,CRUM CREEK,County,1945,7,3
15541,9,Tioga,Tioga (Town),2.6 MI NW OF TIOGA CENTER,HALSEY VALLEY RD,PIPE CREEK,County,1959,7,3
16178,1,Warren,Chester (Town),1 MI NW OF EXIT 25 - I87,VALENTINE ROAD,SCHROON RIVER,County,2004,7,3
12008,11,Queens,New York (City),JCT RTE 678+RTE 25,678I678IX5MR08A1,678I678IX5M12037,NYSDOT,2016,7,5
1533,5,Cattaraugus,Allegany (Town),W VILLAGE LI OF ALLEGANY,417  17 51023127,FIVE MILE CREEK,NYSDOT,1980,7,5
816,11,Bronx,New York (City),JCT I95 & I278 & I295,278I278IX1MR04E4,ZEREGA AVENUE,NYSDOT,1970,7,5
10631,8,Orange,Blooming Grove (Town),1.5 MI SE WASHINGTONVILLE,FELTER HILL ROAD,PERRY CREEK,County,1970,7,5
